Fecha,Estación,Alcalinidad Total (mg CaCO3/L),Clorofila a (µg/L),Conductividad (µS/cm),Fosfato (ortofosfato) (µg PO4-P/L),Fósforo total (µg P/L),Ion Nitrito (mg NO2-N/L),Nitrato (mg NO3-N/L),Nitrógeno Amoniacal (amonio) (mg NH4-N/L),Nitrógeno total (mg N/L),Oxigeno disuelto (mg/L),Potencial de hidrogeno (pH) (sin unid),Sólidos suspendidos totales (mg/L),Temperatura (ºC),Turbidez (NTU)
29/05/2014 0:00,RN17,51.1,1.6,86.6,72,200,<LC,0.24,<LD,0.82,9.3,7.96,19,15,
29/07/2014 0:00,RN1,21.1,0.3,38.3,49.3,142,<LC,0.12,0.05,0.91,9.12,7.87,20,11.8,
29/07/2014 0:00,RN2,32.5,<LC,55.3,27.5,105,<LC,0.13,0.02,0.88,8.58,6.9,13,11.7,
29/07/2014 0:00,RN3,32.6,0.1,61.5,27.3,104,<LC,0.15,0.03,0.85,9.12,7.16,LD<X<LC,15.9,
30/07/2014 0:00,RN5,33.6,0.3,59.8,39.8,126,<LC,0.23,<LD,0.68,9.81,8.23,<LD,13.6,
30/07/2014 0:00,RN5F,33.9,,59,33.9,93.8,<LC,0.24,<LD,0.69,9.73,7.82,<LD,13.5,
30/07/2014 0:00,RN6,34,0.3,58.6,49.9,96,<LC,0.23,<LD,0.79,10.26,7.77,LD<X<LC,13.5,
30/07/2014 0:00,RN7,34.5,<LC,58.3,44,104,<LC,0.23,<LD,0.78,10.79,7.72,LD<X<LC,12.7,
31/07/2014 0:00,RN10,36.9,0.1,61.2,47,115,<LC,0.22,<LD,0.73,10.55,7.57,16,13.7,
31/07/2014 0:00,RN9,37.7,0.1,58.2,58,118,<LC,0.23,<LD,0.76,9.25,7.08,LD<X<LC,13.2,
31/07/2014 0:00,RN9F,35.1,,60.3,41,119,<LC,0.21,<LD,0.76,10.8,7.19,LD<X<LC,13.7,
19/08/2014 0:00,RN11,39,<LC,66.5,42.5,77.2,<LC,0.24,0.02,0.62,9.94,7.86,<LD,14,
19/08/2014 0:00,RN12,52.7,6.5,105,54.8,107,<LC,0.28,0.14,1,9.69,8.1,LD<X<LC,15.1,
20/08/2014 0:00,RN13,39.3,<LC,71.3,45,116,<LC,0.26,<LD,0.68,9.88,7.75,,15.7,
20/08/2014 0:00,RN13F,39.4,,69.7,49.2,106,<LC,0.26,<LD,0.73,9.15,7.61,3,15.2,
20/08/2014 0:00,RN14,40.1,0.1,714.5,49,108,<LC,0.3,<LD,0.72,9.07,7.78,3,15.2,
21/08/2014 0:00,RN15,44.6,<LC,76.9,44.4,114,<LC,0.28,<LD,0.69,9.51,7.47,3,15.1,
21/08/2014 0:00,RN16,46.5,0.3,79.2,38.6,121,<LC,0.28,<LD,0.67,9.59,7.38,3,14.9,
21/08/2014 0:00,RN17,48.5,0.1,85.7,43.9,100,<LC,0.3,0.03,0.98,8.86,7.43,10,,
25/11/2014 0:00,RN1,34.9,<LC,95.7,76.5,169,<LC,0.42,<LD,2.34,7.95,7.66,49,23.9,<0.02
25/11/2014 0:00,RN2,31.3,0.4,79.1,51.8,123,<LC,0.14,<LD,1.25,6.1,7.31,27,23.7,
25/11/2014 0:00,RN3,29.9,0.1,64.1,53.8,129,<LD,0.16,<LD,1.91,7.92,7.28,LD<X<LC,23.6,
26/11/2014 0:00,RN5,36.3,9.3,70.6,38.9,82.1,<LD,0.15,<LD,1.53,8.58,7.6,LD<X<LC,22.2,<0.02
26/11/2014 0:00,RN5F,33.4,,70.7,23.7,87.2,<LD,0.14,<LD,1,8.65,8.14,<LD,22.3,
26/11/2014 0:00,RN6,1630,2.5,71.6,27,101,<LD,0.16,<LD,1.11,8.26,7.66,16,22.5,
26/11/2014 0:00,RN7,33.7,0.6,71.2,23.5,87.2,<LD,0.17,<LD,1.08,8.3,7.69,LD<X<LC,22.3,
27/11/2014 0:00,RN10,35.2,0.6,77.8,31.2,86.3,<LD,0.2,<LD,1.12,8.36,8.36,13,22.9,
27/11/2014 0:00,RN9,34.2,0.7,77.8,30,96.5,<LD,0.22,<LD,1.22,8,7.57,<LD,22.5,<0.02
27/11/2014 0:00,RN9F,35.2,,77.8,28.8,92.2,<LD,0.23,<LD,1.07,7.95,7.39,<LD,22.1,
02/12/2014 0:00,RN12,711,<LC,103.6,143,170,<LD,0.39,0.02,1.41,6.6,7.17,11,21.3,<0.02
03/12/2014 0:00,RN11,38.2,0.3,79.1,30.7,161,<LD,0.21,0.03,1.04,8.44,7.38,5,22.3,
03/12/2014 0:00,RN13,37.1,3.4,84.8,45.2,74.3,<LD,0.23,0.02,0.86,8.25,7.44,,22.7,<0.02
03/12/2014 0:00,RN13F,38.2,,85.3,47.8,125,<LD,0.24,0.04,0.96,7.93,7.58,3,22.3,
03/12/2014 0:00,RN14,37.6,0.3,88.3,47.5,142,<LD,0.25,0.02,1.09,7.65,7.43,5,22.7,
04/12/2014 0:00,RN15,41.3,1.5,91.8,68.7,154,<LD,0.27,0.03,0.99,8.06,7.67,9,22.3,
04/12/2014 0:00,RN16,41.7,1,92,72,130,<LD,0.28,0.03,0.79,7.84,7.68,9,22.3,
04/12/2014 0:00,RN17,39.8,0.7,93,88.7,163,<LD,0.16,0.04,0.8,7.18,6.97,10,22.7,
