Fecha,Estación,Alcalinidad Total (mg CaCO3/L),Clorofila a (µg/L),Conductividad (µS/cm),Fosfato (ortofosfato) (µg PO4-P/L),Fósforo total (µg P/L),Ion Nitrito (mg NO2-N/L),Nitrato (mg NO3-N/L),Nitrógeno Amoniacal (amonio) (mg NH4-N/L),Nitrógeno total (mg N/L),Oxigeno disuelto (mg/L),Potencial de hidrogeno (pH) (sin unid),Sólidos suspendidos totales (mg/L),Temperatura (ºC),Turbidez (NTU)
22/10/2014 0:00,RU10,46,1.2,62.7,0.038,87,0.005,0.35,0.03,1.84,8.59,7.43,5,19.4,25
22/10/2014 0:00,RU11,32,0.6,51.2,0.038,67,0.005,0.36,0.035,0.92,8.51,7.28,6,19.9,24
22/10/2014 0:00,RU12,30,0.4,51.1,0.037,70,0.004,0.4,0.031,1.11,8.59,7.25,6,20.4,26
22/10/2014 0:00,RU13,34,0.8,59.3,0.045,73,0.005,0.37,0.057,0.95,8.65,7.25,8,22.1,26
22/10/2014 0:00,RU14,34,0.3,56.3,0.039,81,0.006,0.37,0.047,0.97,8.88,7.2,8,21,25
22/10/2014 0:00,RU15,24,0.6,51.9,0.027,65,0.005,0.45,0.04,1.04,8.73,7.35,11,20.8,25
22/10/2014 0:00,RU16,38,0.7,56.2,0.033,20,0.001,0.38,0.039,1,7.89,8,5,21.1,
22/10/2014 0:00,RU9,39,1,80.6,0.039,87,0.004,0.38,0.034,1.03,8.49,7.53,5,19.2,26
16/12/2014 0:00,RU0,,,70.2,,56,,,,,7.89,7.66,7,26,
16/12/2014 0:00,RU1,33,0.6,69.6,0.034,66,0.001,0.47,0.023,1.59,7.75,7.42,4,25.4,15
16/12/2014 0:00,RU2,35,0.4,72.6,0.04,69,0.001,0.44,0.027,1.27,7.49,7.32,2,25,13
16/12/2014 0:00,RU3,34,0.7,70.1,0.033,61,0.004,0.45,0.017,1.34,7.77,7.52,5,25.3,14
16/12/2014 0:00,RU4,34,2.2,65.9,0.02,58,0.001,0.27,0.023,1.26,7.66,7.42,9,24.4,19
16/12/2014 0:00,RU5,34,,69.6,0.035,63,0.004,0.45,0.022,1.26,7.62,7.63,5,25,15
16/12/2014 0:00,RU6,34,2.5,72.1,0.033,60,0.001,0.45,0.025,1.22,7.76,7.45,4,25.6,15
16/12/2014 0:00,RU7,32,,69.8,0.027,58,0.001,0.44,0.018,1.22,7.9,7.51,5,25.8,15
16/12/2014 0:00,RU8,35,0.3,72.7,0.035,65,0.004,0.43,0.016,1.28,7.66,7.04,4,25.5,15
17/12/2014 0:00,RU10,35,0.4,72.3,0.034,71,0.004,0.42,0.024,1.32,7.58,7.46,3,25.5,14
17/12/2014 0:00,RU11,35,0.4,72.7,0.033,69,0.001,0.43,0.053,1.29,7.44,7.48,2,25.4,14
17/12/2014 0:00,RU12,35,1.2,74.4,0.034,60,0.004,0.42,0.05,1.31,7.59,7.58,3,25.5,14
17/12/2014 0:00,RU13,36,0.3,80.1,0.051,79,0.004,0.4,0.1,1.43,7.48,7.74,5,27.5,15
17/12/2014 0:00,RU14,37,0.6,76.8,0.043,70,0.004,0.39,0.05,1.41,7.68,7.54,5,257,16
17/12/2014 0:00,RU15,35,1.8,71.2,0.031,64,0.004,0.41,0.024,1.32,7.75,7.58,5,25.7,14
17/12/2014 0:00,RU16,47,1,100,0.035,94,0.004,0.37,0.029,1.5,8.21,7.68,45,27.8,30
17/12/2014 0:00,RU9,43,1.8,58.5,0.057,100,0.001,0.37,0.026,1.31,7.62,7.55,8,24.7,16
