Fecha,Estación,Alcalinidad Total (mg CaCO3/L),Clorofila a (µg/L),Conductividad (µS/cm),Fosfato (ortofosfato) (µg PO4-P/L),Fósforo total (µg P/L),Ion Nitrito (mg NO2-N/L),Nitrato (mg NO3-N/L),Nitrógeno Amoniacal (amonio) (mg NH4-N/L),Nitrógeno total (mg N/L),Oxigeno disuelto (mg/L),Potencial de hidrogeno (pH) (sin unid),Sólidos suspendidos totales (mg/L),Temperatura (ºC),Turbidez (NTU)
22/11/2016 10:00,RN13F,44,,51.5,46,73,LD<X<LC,0.22,<LC,0.73,8.2,6.17,<LD,24.7,
22/11/2016 10:00,RN9,36,0.4,87.4,27,70,LD<X<LC,0.19,<LC,0.74,8.71,6.25,LD<x<LC,21.2,
23/11/2016 10:00,RN1,44,22.2,119.2,100,140,LD<X<LC,0.16,<LD,<LC,9.11,7.38,48,24.7,
23/11/2016 10:00,RN12,100,3.3,224.5,72,96,0.012,0.11,0.11,0.76,8.19,7.09,LD<X<LC,23.8,
23/11/2016 10:00,RN13,44,4.1,104.8,42,71,LD<X<LC,0.19,0.12,0.74,8.57,6.48,LD<X<LC,24.3,
23/11/2016 10:00,RN14,45,1.2,107,61,78,LD<X<LC,0.2,<LD,0.75,7.91,6.15,7,22.4,
23/11/2016 10:00,RN6,35,0.6,58.3,43,68,LD<X<LC,0.14,0.022,0.82,8.86,6.78,LD<x<LC,19.9,
23/11/2016 10:00,RN7,36,0.6,88.3,35,66,LD<X<LC,0.17,<LD,0.71,10.21,7.08,<LD,20.7,
23/11/2016 10:00,RN9F,36,,87.4,38,71,LD<X<LC,0.19,0.027,0.76,8.75,5.97,LD<x<LC,22.8,
29/11/2016 10:00,RN15,53,0.3,128.1,90,120,0.005,0.36,0.021,0.9,7.86,7.27,5,22.8,
29/11/2016 10:00,RN2,36,2.7,92.1,76,100,LD<X<LC,0.12,0.032,<LD,8.52,7.03,56,24.6,
30/11/2016 10:00,RN3,26,1.3,67.4,64,91,LD<X<LC,<0.060,0.11,0.85,7.68,6.7,LD<x<LC,22.1,
30/11/2016 10:00,RN5,36,0.6,88,43,66,LD<X<LC,0.095,0.032,0.72,8.71,7.11,<LD,20.8,
30/11/2016 10:00,RN5F,35,,89,38,67,LD<X<LC,0.15,<LC,0.7,8.6,7.04,<LD,20.8,
01/12/2016 10:00,RN11,38,7.8,89.5,42,69,LD<X<LC,0.14,0.022,0.72,9.29,6.29,LD<X<LC,23.7,
01/12/2016 10:00,RN16,54,0.6,129.4,110,130,0.007,0.39,0.016,0.96,7.65,7.22,5,22.8,
01/12/2016 10:00,RN17,55,2.2,132.3,130,160,0.007,0.45,0.035,1.46,7.76,7.2,11,24,
03/07/2017 15:47,RN0,,<LC,51.2,87,140,LD<X<LC,<0.020,0.076,1.43,7.42,7.34,32,13.7,
04/07/2017 9:03,RN1,23,<LC,46,63,120,LD<X<LC,<0.020,0.037,1.25,8.48,8,29,12.2,
04/07/2017 9:03,RN2,31,<LC,60.5,51,93,LD<X<LC,<0.020,0.028,0.89,10.08,7.26,21,13.8,
04/07/2017 9:03,RN3,34,<LC,67.2,47,89,LD<X<LC,<0.020,0.056,1.18,9.8,7.66,LD<x<LC,14.6,
05/07/2017 9:56,RN5,28,<LD,54,60,80,LD<X<LC,<0.020,0.023,0.59,9.95,7.24,<LD,13.9,
05/07/2017 9:56,RN6,28,<LD,54.1,49,81,LD<X<LC,<0.020,0.02,0.81,11.09,6.9,<LD,14.1,
05/07/2017 9:56,RN7,29,<LC,55.8,55,82,LD<X<LC,<0.020,0.025,0.92,11.55,7.77,LD<x<LC,14.6,
06/07/2017 10:15,RN10,30,<LC,57.8,52,84,LD<X<LC,<0.020,0.037,1.12,10.38,7.14,15,14.2,
06/07/2017 10:15,RN5F,29,,55.9,100,210,<LD,0.12,0.019,0.6,9.27,7.92,LD<x<LC,15.2,
06/07/2017 10:15,RN9,31,<LC,57.7,55,79,LD<X<LC,0.12,0.024,0.63,10.17,7.22,<LD,14.2,
06/07/2017 10:15,RN9F,30,,58.7,58,82,LD<X<LC,<0.020,0.19,0.61,10.33,7.61,<LD,14.6,
11/07/2017 10:30,RN11,31,<LD,58.3,57,83,LD<X<LC,0.19,0.013,0.62,10.45,7.62,LD<X<LC,14.2,
11/07/2017 10:30,RN12,68,<LD,131.3,260,300,0.015,0.17,0.19,1.77,7.98,7.58,14,13.9,
11/07/2017 10:30,RN13,36,<LD,67.7,73,98,<LD,0.29,<LC,0.74,10.19,7.89,LD<X<LC,14.1,
11/07/2017 10:30,RN13F,36,,68.1,73,96,<LD,0.07,<LC,0.98,10.07,7.86,LD<X<LC,14.1,
11/07/2017 10:30,RN14,35,<LD,51.8,78,96,<LD,<0.020,<LC,0.77,10.02,7.81,12,14.3,
12/07/2017 10:37,RN15,40,<LD,74.5,80,110,LD<X<LC,0.27,<LC,0.71,10.54,7.62,7,14.3,
12/07/2017 10:37,RN16,42,<LD,77.6,98,120,<LD,0.3,0.014,0.74,10.36,7.57,6,14.4,
12/07/2017 10:37,RN17,45,<LD,86.8,110,140,LD<X<LC,0.36,0.037,1,9.63,7.49,9,15,
02/10/2017 15:33,RN0,28,LD<x<LC,74.8,130,150,0.008,0.19,0.11,1.88,7.08,6.75,42,18.5,
03/10/2017 9:00,RN1,30,LD<x<LC,72.6,73,140,0.02,0.27,0.049,1.55,10.03,6.83,42,17.1,
03/10/2017 11:12,RN2,31,2.6,66.9,65,120,LD<X<LC,0.08,0.047,1.68,7.23,6.75,30,17.6,
03/10/2017 13:08,RN3,25,LD<x<LC,31.9,50,91,0.006,0.082,0.079,1.47,8.64,7.49,10,20,
04/10/2017 9:00,RN6,26,<LD,60.4,44,95,0.008,0.17,0.039,1.1,8.99,8.01,<LD,17.6,
04/10/2017 9:40,RN5,26,<LD,57,33,69,0.006,0.18,0.035,0.73,8.85,6.4,<LD,17.2,
04/10/2017 10:00,RN5F,26,,58.3,31,67,0.008,0.18,0.032,0.69,8.87,6.06,<LD,17.4,
04/10/2017 10:40,RN7,26,<LD,58.1,38,68,0.007,0.12,0.03,0.71,11.09,6.98,<LD,17.3,
05/10/2017 10:30,RN9,27,<LD,59.4,39,72,0.006,0.12,0.058,0.69,9.73,7.06,<LD,17.6,
05/10/2017 10:45,RN9F,27,,61.1,34,68,0.006,0.13,0.032,0.73,9.92,6.23,<LD,18.4,
05/10/2017 11:35,RN10,27,LD<x<LC,64.3,51,69,0.006,0.23,0.036,0.7,8.87,7.38,9.4,19,
10/10/2017 10:37,RN11,28,<LD,61.4,34,70,<LD,0.18,0.047,0.61,9.59,6.4,<LD,18.2,
10/10/2017 10:37,RN12,86,LD<x<LC,164,150,170,12,0.38,0.12,1.01,8.03,7.03,LD<x<LC,18.1,
11/10/2017 12:32,RN13,31,<LD,65,49,80,<LD,0.24,0.015,0.63,9.08,6.97,LD<X<LC,17.8,
11/10/2017 12:40,RN13F,30,,66.3,46,84,<LD,0.27,0.033,0.66,9.06,7.57,LD<X<LC,18.3,
11/10/2017 12:46,RN14,31,<LD,66.6,58,86,<LD,0.21,0.047,0.96,8.03,7.63,LD<X<LC,18.1,
12/10/2017 9:59,RN15,40,<LD,80.1,61,98,LD<X<LC,0.21,0.02,0.61,8.73,7.09,9,17.2,
12/10/2017 9:59,RN16,44,<LD,87,68,110,LD<X<LC,0.28,0.037,0.69,9.04,6.89,7,17.2,
12/10/2017 9:59,RN17,39,<LD,78.8,,,LD<X<LC,0.27,0.069,0.67,8.86,7.26,LD<X<LC,17.3,
15/01/2018 15:05,RN0,48,26,218,59,180,0.028,0.08,0.15,1.95,7.76,7.4,43,29.1,
16/01/2018 8:51,RN1,54,29,189.4,53,160,0.008,<0.060,0.097,1.58,7.7,7.87,61,26.2,
16/01/2018 11:20,RN2,65,LD<x<LC,181.1,51,140,LD<XLC,0.1,0.17,1.01,7.2,7.72,53,28.2,
16/01/2018 13:28,RN3,32,4.2,87.1,63,140,LD<XLC,0.082,0.054,0.75,8.76,7.85,LD<x<LC,27.8,
17/01/2018 9:20,RN7,32,2.8,79.7,38,100,LD<X<LC,0.14,0.039,0.7,8.46,7.85,<LD,25.5,
17/01/2018 10:50,RN9,33,5.6,83.1,35,110,LD<X<LC,0.07,0.066,0.62,8.33,7.78,LD<x<LC,26.1,
17/01/2018 11:10,RN9F,33,,84.5,40,110,LD<X<LC,0.1,0.095,0.66,8.47,7.97,LD<x<LC,26.3,
17/01/2018 12:00,RN10,33,17,84.3,34,100,<LD,0.13,0.045,0.6,9.44,8.09,9.4,27.3,
18/01/2018 8:20,RN6,31,3.2,79.5,37,100,<LD,0.11,0.013,0.58,8.81,8.02,LD<x<LC,25.9,
18/01/2018 9:00,RN5,31,11,79.6,32,100,<LD,0.14,0.053,0.61,8.95,8.03,LD<x<LC,26,
18/01/2018 9:15,RN5F,32,,80.9,27,98,LD<X<LC,0.12,0.03,0.59,8.68,8.03,<LD,25.6,
23/01/2018 10:14,RN11,39,24,118.3,33,100,LD<X<LC,LD<X<LC,0.028,0.62,9.13,8.39,5,28.7,
23/01/2018 10:36,RN12,59,5.8,87.2,85,150,0.005,0.17,0.093,0.71,10.3,8.93,LD<X<LC,27.5,
24/01/2018 10:38,RN13,40,5.6,100.5,52,120,<LD,0.1,0.023,1.02,9.02,7.72,LD<X<LC,27.1,
24/01/2018 11:00,RN13F,39,,99.6,68,140,<LD,0.14,0.035,0.78,8.19,7.63,LD<X<LC,26.2,
24/01/2018 12:28,RN14,43,4.5,106.9,89,150,<LD,0.19,0.063,1.63,8.58,7.6,8,25.6,
25/01/2018 9:56,RN15,41,2.9,99.5,56,130,<LD,0.17,0.016,0.79,8.58,7.03,LD<X<LC,24.9,
25/01/2018 10:18,RN16,41,2.9,101.4,66,120,LD<X<LC,0.19,0.03,0.66,8.57,7.07,LD<X<LC,25.6,
25/01/2018 12:30,RN17,46,11,116.4,64,150,LD<X<LC,0.25,0.077,0.94,8.68,7.08,6,27.1,
09/04/2018 14:24,RN0,42,9.4,146.6,130,170,LD<X<LC,0.33,0.078,1.11,7.94,7.02,24,25.5,31
10/04/2018 9:25,RN1,44,13,152,94,180,<LD,0.39,0.064,1.5,8.13,7.74,34,23.3,39.4
10/04/2018 11:50,RN2,47,LD<x<LC,147.3,130,170,0.008,0.51,0.12,1.09,7.63,7.5,13,24.7,31.8
10/04/2018 14:20,RN3,47,3.2,143.9,150,160,0.014,0.63,0.18,1.18,6.67,7.36,11,25.1,46.5
11/04/2018 10:22,RN5,34,14,84.9,56,83,<LD,<0.060,0.017,0.4,8.72,7.6,LD<x<LC,23.1,19.5
11/04/2018 10:30,RN5F,34,,86.9,48,87,<LD,<0.020,0.055,0.42,9.19,7.84,LD<x<LC,23.7,20.3
11/04/2018 11:33,RN6,35,13,75.2,37,100,<LD,0.094,0.048,0.87,7.99,7.37,LD<x<LC,25.8,20.5
