nombre_programa,codigo_pto,departamento,fecha_muestra,fecha_hora,id_muestra,clorofila_a_mg_l,alc_t_mg_ca_co3_l,conduc_m_s_cm,pt_mg_p_l,sst_mg_l,p_h_sin_unid,t_º_c
Rio Uruguay,RU2,RÍO NEGRO,2016-03-08,2016-03-08 00:00:00,3277884,0.7,32,56.7,120,1,7.21,26.3
Rio Uruguay,RU11,RÍO NEGRO,2017-07-26,2017-07-26 10:39:00,3287054,NA,29,55.9,83,NA,7.33,15
Rio Uruguay,RU16,RÍO NEGRO,2018-01-10,2018-01-10 11:35:00,3287100,12,31,82.1,58,5,NA,NA
Rio Uruguay,RU7,RÍO NEGRO,2015-10-20,2015-10-20 00:00:00,3277855,0.4,19,54.5,75,23,7.35,22
Rio Uruguay,RU8,RÍO NEGRO,2016-09-07,2016-09-07 00:00:00,3277940,1,30,63.1,NA,9,7.87,13.2
Rio Uruguay,RU4,RÍO NEGRO,2016-01-26,2016-01-26 00:00:00,3277869,5.5,23,58,230,5,7.33,28.2
Rio Uruguay,RU1,RÍO NEGRO,2015-10-20,2015-10-20 00:00:00,3277849,0.1,19,49.6,68,25,7.22,20.8
Rio Uruguay,RU14,RÍO NEGRO,2017-07-26,2017-07-26 12:57:00,3287058,NA,33,63.1,86,NA,7.46,15.4
Rio Uruguay,RU9,RÍO NEGRO,2016-01-27,2016-01-27 00:00:00,3277874,6.1,24,60.3,230,6,7.22,26.9
Rio Uruguay,RU8,RÍO NEGRO,2017-11-07,2017-11-07 11:12:00,3287070,NA,26,69.5,73,NA,7.08,22.5
Rio Uruguay,RU2,RÍO NEGRO,2018-05-08,2018-05-08 09:45:00,3288413,NA,34,92.8,120,5,6.61,21
Rio Uruguay,RU7,RÍO NEGRO,2015-08-18,2015-08-18 00:00:00,3278075,0.3,26,57.2,160,24,7.16,16.9
Rio Uruguay,RU16,RÍO NEGRO,2018-03-07,2018-03-07 12:45:00,3288299,3.3,21,80.2,90,NA,7.88,26
Rio Uruguay,RU13,RÍO NEGRO,2016-11-09,2016-11-09 00:00:00,3277962,1.2,30,70.3,81,7,7.47,23.1
Rio Uruguay,RU1,RÍO NEGRO,2016-01-26,2016-01-26 00:00:00,3277866,1.5,27,59,230,3,6.58,29.2
Rio Uruguay,RU11,RÍO NEGRO,2016-01-27,2016-01-27 00:00:00,3277876,0.9,24,62.6,240,2,7.2,28.1
Rio Uruguay,RU8,RÍO NEGRO,2016-01-26,2016-01-26 00:00:00,3277873,5,24,61.6,230,3,7.2,29.6
Rio Uruguay,RU1,RÍO NEGRO,2015-02-24,2015-02-24 00:00:00,3278018,0.6,25,67.7,47,3,7.17,26.1
Rio Uruguay,RU8,RÍO NEGRO,2018-05-08,2018-05-08 12:25:00,3288422,NA,33,88.7,130,9,7.24,21.2
Rio Uruguay,RU14,RÍO NEGRO,2015-10-21,2015-10-21 00:00:00,3277862,0.1,22,56.3,65,9,7.2,21
Rio Uruguay,RU7,RÍO NEGRO,2016-09-07,2016-09-07 00:00:00,3277939,0.7,29,61.8,NA,7,7.87,13.4
Rio Uruguay,RU1,RÍO NEGRO,2017-11-07,2017-11-07 09:15:00,3287063,NA,23,63,67,6,7.09,22.3
Rio Uruguay,RU4,RÍO NEGRO,2017-11-07,2017-11-07 10:10:00,3287066,4,21,57.4,61,5,7.12,22.2
Rio Uruguay,RU12,RÍO NEGRO,2016-03-09,2016-03-09 00:00:00,3277894,1,31,69.4,130,2,7.66,NA
Rio Uruguay,RU2,RÍO NEGRO,2016-11-08,2016-11-08 00:00:00,3277951,1.3,31,70.8,66,5,7.31,22.9
Rio Uruguay,RU10,RÍO NEGRO,2018-01-10,2018-01-10 08:35:00,3287092,14,31,79.8,64,29,7.78,NA
Rio Uruguay,RU2,RÍO NEGRO,2014-12-16,2014-12-16 00:00:00,3278002,0.4,35,72.6,69,2,7.32,25
Rio Uruguay,RU6,RÍO NEGRO,2014-12-16,2014-12-16 00:00:00,3278006,2.5,34,72.1,60,4,7.45,25.6
Rio Uruguay,RU10,RÍO NEGRO,2014-12-17,2014-12-17 00:00:00,3278010,0.4,35,72.3,71,3,7.46,25.5
Rio Uruguay,RU4,RÍO NEGRO,2015-02-24,2015-02-24 00:00:00,3278021,5.3,29,63.6,59,2,6.77,27
Rio Uruguay,RU15,RÍO NEGRO,2017-01-18,2017-01-18 11:10:00,3287008,1.2,22,64.7,75,11,7.13,27.9
Rio Uruguay,RU14,RÍO NEGRO,2016-01-27,2016-01-27 00:00:00,3277879,2.2,23,62.3,230,3,7.38,28.1
Rio Uruguay,RU7,RÍO NEGRO,2016-01-26,2016-01-26 00:00:00,3277872,4.3,23,58.6,240,4,7.15,29.8
Rio Uruguay,RU8,RÍO NEGRO,2015-06-23,2015-06-23 00:00:00,3278059,0.4,27,59.9,66,2,7.3,14.7
Rio Uruguay,RU11,RÍO NEGRO,2015-08-19,2015-08-19 00:00:00,3278079,0.5,30,60.5,160,11,6.64,16.5
Rio Uruguay,RU3,RÍO NEGRO,2017-11-07,2017-11-07 09:50:00,3287065,NA,27,72,73,NA,7.06,22.3
Rio Uruguay,RU6,RÍO NEGRO,2014-07-22,2014-07-22 00:00:00,3277972,0.1,31,61.7,76,8,6.95,16.9
Rio Uruguay,RU12,RÍO NEGRO,2014-07-23,2014-07-23 00:00:00,3277978,0.1,31,59.7,120,11,6.72,16.8
Rio Uruguay,RU14,RÍO NEGRO,2018-01-10,2018-01-10 11:15:00,3287097,17,31,82.4,47,7,NA,NA
Rio Uruguay,RU14,RÍO NEGRO,2014-07-23,2014-07-23 00:00:00,3277980,0.1,31,64.2,90,22,6.79,16.3
Rio Uruguay,RU10,RÍO NEGRO,2016-01-27,2016-01-27 00:00:00,3277875,3,27,67.1,230,9,7.35,NA
Rio Uruguay,RU6,RÍO NEGRO,2016-09-07,2016-09-07 00:00:00,3277938,1.3,27,56.5,NA,31,7.73,12.6
Rio Uruguay,RU13,RÍO NEGRO,2016-05-04,2016-05-04 00:00:00,3277912,1.2,27,59.3,76,4,7.4,15.1
Rio Uruguay,RU10,RÍO NEGRO,2016-07-06,2016-07-06 00:00:00,3277926,1.3,51,73.5,110,4,7.89,12.9
Rio Uruguay,RU13,RÍO NEGRO,2014-07-23,2014-07-23 00:00:00,3277979,0.1,31,62.8,190,10,7.02,16.8
Rio Uruguay,RU13,RÍO NEGRO,2016-03-09,2016-03-09 00:00:00,3277895,2.7,31,71.3,130,2,7.49,26.7
Rio Uruguay,RU4,RÍO NEGRO,2017-01-17,2017-01-17 11:35:00,3286997,4.1,23,61,66,14,6.8,26.6
Rio Uruguay,RU7,RÍO NEGRO,2017-11-07,2017-11-07 11:00:00,3287069,NA,25,66.8,76,5,7.15,22.2
Rio Uruguay,RU3,RÍO NEGRO,2018-05-08,2018-05-08 10:10:00,3288414,NA,32,88.1,120,8,7.01,21.3
Rio Uruguay,RU7,RÍO NEGRO,2014-07-22,2014-07-22 00:00:00,3277973,0.1,33,57.2,69,8,7.16,16.9
Rio Uruguay,RU12,RÍO NEGRO,2017-01-18,2017-01-18 09:59:00,3287005,0.7,22,65.2,73,8,6.92,27.6
Rio Uruguay,RU5,RÍO NEGRO,2016-01-26,2016-01-26 00:00:00,3277870,4,23,59,250,2,7.32,29.5
Rio Uruguay,RU5,RÍO NEGRO,2017-11-07,2017-11-07 10:22:00,3287067,NA,22,62.5,76,6,7.06,22.2
Rio Uruguay,RU6,RÍO NEGRO,2018-05-08,2018-05-08 11:00:00,3288419,NA,33,88.3,140,8,7.15,21.3
Rio Uruguay,RU16,RÍO NEGRO,2015-06-24,2015-06-24 00:00:00,3278067,0.6,32,61.6,65,1,7.43,13.1
Rio Uruguay,RU15,RÍO NEGRO,2016-03-09,2016-03-09 00:00:00,3277897,1.9,31,68.7,120,2,7.58,26.2
Rio Uruguay,RU2,RÍO NEGRO,2014-10-21,2014-10-21 00:00:00,3277985,NA,34,52.2,130,5,7.03,20.8
Rio Uruguay,RU3,RÍO NEGRO,2014-12-16,2014-12-16 00:00:00,3278003,0.7,34,70.1,61,5,7.52,25.3
Rio Uruguay,RU8,RÍO NEGRO,2014-12-16,2014-12-16 00:00:00,3278008,0.3,35,72.7,65,4,7.04,25.5
Rio Uruguay,RU15,RÍO NEGRO,2014-12-17,2014-12-17 00:00:00,3278015,1.8,35,71.2,64,5,7.58,25.7
Rio Uruguay,RU15,RÍO NEGRO,2015-02-25,2015-02-25 00:00:00,3278032,1.8,31,59,51,3,6.91,25.9
Rio Uruguay,RU14,RÍO NEGRO,2015-02-25,2015-02-25 00:00:00,3278031,1.8,28,71.2,52,2,6.63,25.8
Rio Uruguay,RU9,RÍO NEGRO,2017-07-26,2017-07-26 10:11:00,3287052,NA,32,65.9,93,NA,7.14,14.9
Rio Uruguay,RU4,RÍO NEGRO,2018-05-08,2018-05-08 10:45:00,3288416,NA,29,78.6,110,13,7.2,20.7
Rio Uruguay,RU12,RÍO NEGRO,2018-05-09,2018-05-09 09:30:00,3288426,NA,28,79,110,14,7.16,21.3
Rio Uruguay,RU5,RÍO NEGRO,2017-01-17,2017-01-17 11:57:00,3286998,0.7,23,62.5,76,11,6.76,27.4
Rio Uruguay,RU14,RÍO NEGRO,2016-11-09,2016-11-09 00:00:00,3277963,NA,31,71,85,4,7.38,23
Rio Uruguay,RU7,RÍO NEGRO,2017-07-25,2017-07-25 14:57:00,3287049,NA,28,58,86,NA,7.52,14.6
Rio Uruguay,RU10,RÍO NEGRO,2018-05-09,2018-05-09 09:10:00,3288424,2.9,38,99.5,160,8,7.45,20.8
Rio Uruguay,RU16,RÍO NEGRO,2015-08-19,2015-08-19 00:00:00,3277847,0.1,32,65.7,190,10,7.02,16.3
Rio Uruguay,RU7,RÍO NEGRO,2018-05-08,2018-05-08 11:50:00,3288420,NA,32,87.7,130,11,7.24,21.4
Rio Uruguay,RU16,RÍO NEGRO,2014-07-23,2014-07-23 00:00:00,3277982,0.1,34,65.7,130,35,7.02,16.3
Rio Uruguay,RU3,RÍO NEGRO,2017-01-17,2017-01-17 11:10:00,3286996,1,23,62.7,72,10,7.11,27.4
Rio Uruguay,RU5,RÍO NEGRO,2018-03-06,2018-03-06 10:22:00,3288284,NA,23,83,87,NA,7.6,26.6
Rio Uruguay,RU5,RÍO NEGRO,2014-12-16,2014-12-16 00:00:00,3278005,NA,34,69.6,63,5,7.63,25
Rio Uruguay,RU8,RÍO NEGRO,2015-02-24,2015-02-24 00:00:00,3278025,0.3,28,72.1,46,1,7.18,26.3
Rio Uruguay,RU8,RÍO NEGRO,2015-04-20,2015-04-20 00:00:00,3278042,5,28,60,61,3,7.55,19.1
Rio Uruguay,RU15,RÍO NEGRO,2015-10-21,2015-10-21 00:00:00,3277863,0.7,19,51.9,78,22,7.35,20.8
Rio Uruguay,RU9,RÍO NEGRO,2016-03-09,2016-03-09 00:00:00,3277891,8.3,35,70,130,6,7.34,NA
Rio Uruguay,RU3,RÍO NEGRO,2016-09-07,2016-09-07 00:00:00,3277935,0.4,30,62.4,NA,6,7.83,13.6
Rio Uruguay,RU3,RÍO NEGRO,2014-07-22,2014-07-22 00:00:00,3277969,0.3,34,63,66,7,6.48,16.5
Rio Uruguay,RU15,RÍO NEGRO,2015-06-24,2015-06-24 00:00:00,3278066,NA,32,59.9,66,7,7.36,14.2
Rio Uruguay,RU8,RÍO NEGRO,2017-07-25,2017-07-25 15:31:00,3287051,NA,28,56,84,NA,7.27,14.6
Rio Uruguay,RU6,RÍO NEGRO,2017-07-25,2017-07-25 14:20:00,3287048,NA,28,55,82,NA,7.19,14.8
Rio Uruguay,RU5,RÍO NEGRO,2018-05-08,2018-05-08 11:10:00,3288417,NA,31,84,120,12,7.12,21.4
Rio Uruguay,RU2,RÍO NEGRO,2015-08-18,2015-08-18 00:00:00,3278070,0.6,34,63.5,270,4,7.02,16.1
Rio Uruguay,RU9,RÍO NEGRO,2015-08-19,2015-08-19 00:00:00,3278077,0.3,34,69.8,160,5,6.41,16.2
Rio Uruguay,RU12,RÍO NEGRO,2015-08-19,2015-08-19 00:00:00,3278080,0.3,29,59.7,190,28,6.72,16.8
Rio Uruguay,RU13,RÍO NEGRO,2015-06-24,2015-06-24 00:00:00,3278064,0.4,33,61.8,65,3,7.57,13.9
Rio Uruguay,RU16,RÍO NEGRO,2014-12-17,2014-12-17 00:00:00,3278016,1,47,100,94,45,7.68,27.8
Rio Uruguay,RU11,RÍO NEGRO,2017-01-18,2017-01-18 09:47:00,3287004,0.7,23,64.1,79,11,6.79,27.6
Rio Uruguay,RU15,RÍO NEGRO,2016-01-27,2016-01-27 00:00:00,3277880,5,24,62.5,120,4,7.3,28.7
Rio Uruguay,RU2,RÍO NEGRO,2016-05-03,2016-05-03 00:00:00,3277901,NA,29,52.3,75,2,7.41,13.6
Rio Uruguay,RU7,RÍO NEGRO,2014-12-16,2014-12-16 00:00:00,3278007,NA,32,69.8,58,5,7.51,25.8
Rio Uruguay,RU4,RÍO NEGRO,2016-03-08,2016-03-08 00:00:00,3277886,7.5,30,51.6,110,7,7.86,27.4
Rio Uruguay,RU7,RÍO NEGRO,2015-04-20,2015-04-20 00:00:00,3278041,3.7,27,58.4,69,4,6.97,18.8
Rio Uruguay,RU9,RÍO NEGRO,2015-04-21,2015-04-21 00:00:00,3278043,3.6,28,68,73,3,7.11,18.3
Rio Uruguay,RU11,RÍO NEGRO,2015-04-21,2015-04-21 00:00:00,3278045,2.6,27,61.35,76,6,7.37,18.6
Rio Uruguay,RU3,RÍO NEGRO,2016-03-08,2016-03-08 00:00:00,3277885,2.1,32,55.6,130,2,7.75,26.8
Rio Uruguay,RU12,RÍO NEGRO,2015-04-21,2015-04-21 00:00:00,3278046,6.5,27,59.1,70,4,8.81,18.8
Rio Uruguay,RU5,RÍO NEGRO,2017-07-25,2017-07-25 13:34:00,3287046,NA,27,54.4,85,NA,7.38,14.7
Rio Uruguay,RU13,RÍO NEGRO,2017-11-08,2017-11-08 09:35:00,3287075,NA,27,72,68,NA,7.19,22.4
Rio Uruguay,RU4,RÍO NEGRO,2015-06-23,2015-06-23 00:00:00,3278055,NA,25,53.6,72,6,7.4,12.5
Rio Uruguay,RU16,RÍO NEGRO,2016-11-09,2016-11-09 00:00:00,3277965,0.7,31,75.4,78,5,7.42,23.5
Rio Uruguay,RU16,RÍO NEGRO,2017-03-08,2017-03-08 13:30:00,3287038,5.2,28,73.7,66,NA,7.31,26.3
Rio Uruguay,RU12,RÍO NEGRO,2016-01-27,2016-01-27 00:00:00,3277877,3.7,23,57.8,240,4,7.26,28.5
Rio Uruguay,RU9,RÍO NEGRO,2017-11-08,2017-11-08 08:40:00,3287071,3.2,29,74.1,86,5,7.28,21.8
Rio Uruguay,RU15,RÍO NEGRO,2018-03-07,2018-03-07 12:30:00,3288297,3.4,22,78.8,940,NA,7.7,25
Rio Uruguay,RU10,RÍO NEGRO,2018-09-05,2018-09-05 09:50:00,3291917,NA,55,101.7,98,5,7.32,14.1
Rio Uruguay,RU15,RÍO NEGRO,2018-09-05,2018-09-05 10:30:00,3291922,NA,38,75.2,110,45,6.88,14.3
Rio Uruguay,RU8,RÍO NEGRO,2018-09-04,2018-09-04 11:30:00,3291915,NA,44,86.5,100,6,7.3,14.5
Rio Uruguay,RU2,RÍO NEGRO,2018-09-04,2018-09-04 10:00:00,3291909,NA,43,83,89,6,6.8,13.6
Rio Uruguay,RU11,RÍO NEGRO,2018-09-05,2018-09-05 09:20:00,3291918,NA,45,87.5,92,11,7.21,14.2
Rio Uruguay,RU3,RÍO NEGRO,2018-09-04,2018-09-04 10:15:00,3291910,NA,44,85.4,100,14,6.94,13.9
Rio Uruguay,RU6,RÍO NEGRO,2018-09-04,2018-09-04 10:45:00,3291913,NA,44,85.4,100,8,7.13,14
Rio Uruguay,RU12,RÍO NEGRO,2018-09-05,2018-09-05 09:35:00,3291919,NA,41,78.2,88,24,7.14,14.2
Rio Uruguay,RU7,RÍO NEGRO,2018-09-04,2018-09-04 11:00:00,3291914,NA,43,84.2,130,17,7.09,14.2
Rio Uruguay,RU14,RÍO NEGRO,2018-09-05,2018-09-05 10:47:00,3291921,NA,46,91.1,110,13,7.09,14.3
Rio Uruguay,RU16,RÍO NEGRO,2018-09-05,2018-09-05 11:00:00,3291923,NA,46,92.3,97,NA,7.34,14.5
Rio Uruguay,RU13,RÍO NEGRO,2018-09-05,2018-09-05 09:45:00,3291920,NA,46,91.7,99,13,7.19,14.3
Rio Uruguay,RU4,RÍO NEGRO,2018-09-04,2018-09-04 10:30:00,3291911,2.3,33,67,66,NA,6.81,13.2
Rio Uruguay,RU1,RÍO NEGRO,2018-09-04,2018-09-04 09:45:00,3291908,NA,43,83.8,110,20,6.7,14
Rio Uruguay,RU9,RÍO NEGRO,2018-09-05,2018-09-05 08:50:00,3291916,NA,62,120.6,99,5,7.37,14.7
Rio Uruguay,RU5,RÍO NEGRO,2018-09-04,2018-09-04 10:40:00,3291912,NA,41,82.5,96,18,7.05,14
Río Negro,RN1,CERRO LARGO,2009-05-26,2009-05-26 00:00:00,3271043,NA,44,193.6,210,22,6.22,17.8
Río Negro,RN3,TACUAREMBÓ,2009-05-26,2009-05-26 00:00:00,3271044,0.3,44,97,460,10,6.4,18
Río Negro,RN5,TACUAREMBÓ,2009-05-27,2009-05-27 00:00:00,3271045,NA,41,106.6,84,NA,6.79,16.4
Río Negro,RN5F,TACUAREMBÓ,2009-05-27,2009-05-27 00:00:00,3271046,NA,40,89,75,NA,6.22,16.36
Río Negro,RN6,TACUAREMBÓ,2009-05-27,2009-05-27 00:00:00,3271047,0.3,41,106.4,99,NA,6.25,16.4
Río Negro,RN7,TACUAREMBÓ,2009-05-27,2009-05-27 00:00:00,3271048,0.3,43,111.1,82,NA,7.33,17
Río Negro,RN9,RÍO NEGRO,2009-05-28,2009-05-28 00:00:00,3271049,NA,44,111.6,110,NA,7.03,16.1
Río Negro,RN9F,RÍO NEGRO,2009-05-28,2009-05-28 00:00:00,3271050,NA,43,111.7,86.4,NA,6.97,16.9
Río Negro,RN10,RÍO NEGRO,2009-05-28,2009-05-28 00:00:00,3271051,NA,44,111.1,91.3,NA,7.1,16.1
Río Negro,RN11,RÍO NEGRO,2009-06-02,2009-06-02 00:00:00,3271052,0.3,48,117.2,74,NA,7.48,13.7
Río Negro,RN13,SORIANO,2009-06-02,2009-06-02 00:00:00,3271053,NA,50,106.5,85,NA,7.21,15.4
Río Negro,RN13F,RÍO NEGRO,2009-06-02,2009-06-02 00:00:00,3271054,NA,50,131.9,100,NA,7.2,15.1
Río Negro,RN14,SORIANO,2009-06-02,2009-06-02 00:00:00,3271055,0.15,51,132.5,89,NA,8.12,15.7
Río Negro,RN15,SORIANO,2009-06-03,2009-06-03 00:00:00,3271056,0.15,64,150.7,110,NA,7.66,11.9
Río Negro,RN16,SORIANO,2009-06-03,2009-06-03 00:00:00,3271057,NA,66,157.5,150,NA,7.59,12.4
Río Negro,RN17,SORIANO,2009-06-03,2009-06-03 00:00:00,3271058,NA,66,118.3,130,15,7.07,12.4
Río Negro,RN1,CERRO LARGO,2009-09-15,2009-09-15 00:00:00,3271059,1.4,31,81.4,180,12,6.37,15.2
Río Negro,RN2,TACUAREMBÓ,2009-09-15,2009-09-15 00:00:00,3271060,1.5,28,76.5,150,34,6.4,15.3
Río Negro,RN3,TACUAREMBÓ,2009-09-15,2009-09-15 00:00:00,3271061,0.6,29,71,110,10,6.64,15.5
Río Negro,RN5,TACUAREMBÓ,2009-09-16,2009-09-16 00:00:00,3271062,4.8,45,107.2,100,NA,7.27,15.5
Río Negro,RN5F,TACUAREMBÓ,2009-09-16,2009-09-16 00:00:00,3271063,NA,45,107.4,110,18,7.4,15.5
Río Negro,RN6,TACUAREMBÓ,2009-09-16,2009-09-16 00:00:00,3271064,0.6,47,107.5,100,NA,7.47,16.1
Río Negro,RN7,TACUAREMBÓ,2009-09-16,2009-09-16 00:00:00,3271065,2.1,48,108.5,100,NA,7.25,15.6
Río Negro,RN9,RÍO NEGRO,2009-09-17,2009-09-17 00:00:00,3271066,0.6,66,135.8,48,NA,7.59,15.2
Río Negro,RN9F,RÍO NEGRO,2009-09-17,2009-09-17 00:00:00,3271067,NA,67,135.6,54,NA,7.35,15
Río Negro,RN10,RÍO NEGRO,2009-09-17,2009-09-17 00:00:00,3271068,1.7,66,134,91.086,5,7.86,15.2
Río Negro,RN11,RÍO NEGRO,2009-09-22,2009-09-22 00:00:00,3271069,0.1,55,134.5,108.021,NA,7.56,15.6
Río Negro,RN12,DURAZNO,2009-09-22,2009-09-22 00:00:00,3271070,0.1,63,156.5,128.671,NA,7.38,16.3
Río Negro,RN13,SORIANO,2009-09-22,2009-09-22 00:00:00,3271071,0.4,51,132.1,110,NA,7.56,16.1
Río Negro,RN13F,RÍO NEGRO,2009-09-22,2009-09-22 00:00:00,3271072,NA,52,133,151,NA,7.56,15.4
Río Negro,RN14,SORIANO,2009-09-22,2009-09-22 00:00:00,3271073,0.2,51,131.1,133,NA,7.43,14.8
Río Negro,RN15,SORIANO,2009-09-23,2009-09-23 00:00:00,3271074,0.7,64,152.2,NA,7,7.86,14.7
Río Negro,RN16,SORIANO,2009-09-23,2009-09-23 00:00:00,3271075,0.4,69,163.3,NA,7,7.8,15
Río Negro,RN17,SORIANO,2009-09-23,2009-09-23 00:00:00,3271076,0.6,57,139.2,NA,NA,7.49,15.8
Río Negro,RN1,CERRO LARGO,2010-06-02,2010-06-02 00:00:00,3271077,NA,47,174.4,160,25,7.79,13.8
Río Negro,RN2,TACUAREMBÓ,2010-06-02,2010-06-02 00:00:00,3271078,NA,24,80.4,110,34,6.4,14.1
Río Negro,RN3,TACUAREMBÓ,2010-06-02,2010-06-02 00:00:00,3271079,0.2,33,101.9,100,NA,6.28,17.5
Río Negro,RN5,TACUAREMBÓ,2010-06-03,2010-06-03 00:00:00,3271080,4.8,26,59.2,68,NA,7.47,15.6
Río Negro,RN5F,TACUAREMBÓ,2010-06-03,2010-06-03 00:00:00,3271081,NA,25,48.2,75,NA,7.2,15
Río Negro,RN6,TACUAREMBÓ,2010-06-03,2010-06-03 00:00:00,3271082,7.8,25,59.4,75,NA,7.37,15.1
Río Negro,RN7,TACUAREMBÓ,2010-06-03,2010-06-03 00:00:00,3271083,5.3,27,62.2,75,NA,7.52,15.3
Río Negro,RN9,RÍO NEGRO,2010-06-03,2010-06-03 00:00:00,3271084,4.4,28,64.7,67,NA,7.46,15.1
Río Negro,RN9F,RÍO NEGRO,2010-06-03,2010-06-03 00:00:00,3271085,NA,27,65.3,67,NA,7.34,15.2
Río Negro,RN10,RÍO NEGRO,2010-06-03,2010-06-03 00:00:00,3271086,8.3,28,65.7,77,7,7.55,16
Río Negro,RN11,RÍO NEGRO,2010-06-09,2010-06-09 00:00:00,3271087,2.6,40,75.2,64,NA,7.48,14.3
Río Negro,RN12,DURAZNO,2010-06-09,2010-06-09 00:00:00,3271088,7.1,76,150.9,93,NA,7.78,13.5
Río Negro,RN13,SORIANO,2010-06-09,2010-06-09 00:00:00,3271089,2.9,43,82.5,71,NA,7.35,15.2
Río Negro,RN13F,RÍO NEGRO,2010-06-09,2010-06-09 00:00:00,3271090,NA,43,82.6,68,NA,7.43,15.1
Río Negro,RN14,SORIANO,2010-06-09,2010-06-09 00:00:00,3271091,3.8,43,82.6,74,NA,7.43,15.8
Río Negro,RN15,SORIANO,2010-06-10,2010-06-10 00:00:00,3271092,NA,50,95.1,72,NA,7.59,14
Río Negro,RN16,SORIANO,2010-06-10,2010-06-10 00:00:00,3271093,NA,69,130,94,5,7.6,13.9
Río Negro,RN17,SORIANO,2010-06-10,2010-06-10 00:00:00,3271094,NA,55,106,120,5,7.62,13.9
Río Negro,RN1,CERRO LARGO,2010-08-04,2010-08-04 00:00:00,3271095,12.7,16.3,42,75,10,6.86,10
Río Negro,RN2,TACUAREMBÓ,2010-08-04,2010-08-04 00:00:00,3271096,NA,19.4,49.4,70,10,7.05,10.2
Río Negro,RN3,TACUAREMBÓ,2010-08-04,2010-08-04 00:00:00,3271097,1.8,19.3,49.5,72,21,8.01,10.9
Río Negro,RN5,TACUAREMBÓ,2010-08-05,2010-08-05 00:00:00,3271098,0.3,28.8,63.4,76,NA,8.37,9.5
Río Negro,RN5F,TACUAREMBÓ,2010-08-05,2010-08-05 00:00:00,3271099,NA,29.1,63.2,80,NA,8.2,9.3
Río Negro,RN6,TACUAREMBÓ,2010-08-05,2010-08-05 00:00:00,3271100,1.3,29.1,64.1,74,9,8.38,9.9
Río Negro,RN7,TACUAREMBÓ,2010-08-05,2010-08-05 00:00:00,3271101,2.1,29.3,64.5,87,NA,8,9.3
Río Negro,RN9,RÍO NEGRO,2010-08-06,2010-08-06 00:00:00,3271102,NA,33,69.9,77,NA,7.26,9.4
Río Negro,RN9F,RÍO NEGRO,2010-08-06,2010-08-06 00:00:00,3271103,NA,33.7,69.9,74,NA,7.63,9.1
Río Negro,RN10,RÍO NEGRO,2010-08-06,2010-08-06 00:00:00,3271104,0.3,33.3,71.2,84,NA,7.8,10.1
Río Negro,RN11,RÍO NEGRO,2010-08-11,2010-08-11 00:00:00,3271105,NA,40.9,82.5,67,NA,7.68,10
Río Negro,RN12,DURAZNO,2010-08-11,2010-08-11 00:00:00,3271106,23.8,51.7,112,90,NA,7.41,10
Río Negro,RN13,SORIANO,2010-08-12,2010-08-12 00:00:00,3271107,1.2,44.3,94.5,97,NA,7.21,10.2
Río Negro,RN13F,RÍO NEGRO,2010-08-12,2010-08-12 00:00:00,3271108,NA,44.4,95,95,NA,7.62,10.6
Río Negro,RN14,SORIANO,2010-08-12,2010-08-12 00:00:00,3271109,NA,45,94.4,93,NA,7.14,9.9
Río Negro,RN15,SORIANO,2010-08-13,2010-08-13 00:00:00,3271110,NA,51.1,106.9,98,NA,7.53,10
Río Negro,RN16,SORIANO,2010-08-13,2010-08-13 00:00:00,3271111,0.6,59.3,122,103,NA,7.3,10.1
Río Negro,RN17,SORIANO,2010-08-13,2010-08-13 00:00:00,3271112,0.3,56.3,117.6,96,NA,7.57,10.7
Río Negro,RN1,CERRO LARGO,2010-12-01,2010-12-01 00:00:00,3271113,12.7,60,172.1,176,34,7.57,20.1
Río Negro,RN2,TACUAREMBÓ,2010-12-01,2010-12-01 00:00:00,3271114,6.4,63,157.8,113,30,7.52,23.1
Río Negro,RN3,TACUAREMBÓ,2010-12-01,2010-12-01 00:00:00,3271115,5.3,32,73.1,105,12,8.64,30.4
Río Negro,RN5,TACUAREMBÓ,2010-12-02,2010-12-02 00:00:00,3271116,1.5,36,85.3,NA,NA,7.49,21.2
Río Negro,RN5F,TACUAREMBÓ,2010-12-02,2010-12-02 00:00:00,3271117,NA,36,88.4,67.3,NA,7.3,22.9
Río Negro,RN6,TACUAREMBÓ,2010-12-02,2010-12-02 00:00:00,3271118,11.1,38,87.2,75.2,6,7.29,21.5
Río Negro,RN7,TACUAREMBÓ,2010-12-02,2010-12-02 00:00:00,3271119,19.5,37,88.6,88.4,NA,7.87,22.4
Río Negro,RN9,RÍO NEGRO,2010-12-03,2010-12-03 00:00:00,3271120,5,39,89.6,92.1,5,8.2,23.5
Río Negro,RN9F,RÍO NEGRO,2010-12-03,2010-12-03 00:00:00,3271121,NA,39,90.6,71.3,NA,7.36,22.7
Río Negro,RN10,RÍO NEGRO,2010-12-03,2010-12-03 00:00:00,3271122,1.9,37,90.7,88,10,7.36,24
Río Negro,RN11,RÍO NEGRO,2010-12-08,2010-12-08 00:00:00,3271123,4.7,45,93.2,100,NA,7.57,21.5
Río Negro,RN12,DURAZNO,2010-12-08,2010-12-08 00:00:00,3271124,1.5,63,145.1,116,NA,7.77,22.8
Río Negro,RN13,SORIANO,2010-12-09,2010-12-09 00:00:00,3271125,22.8,43,99.7,178,6,8.43,23.1
