date,date_time,estacion,river,data_model,alcalinidad_total_mg_ca_co3_l,clorofila_a_mg_l,conductividad_m_s_cm,fosfato_ortofosfato_mg_po4_p_l,fosforo_total_mg_p_l,ion_nitrito_mg_no2_n_l,nitrato_mg_no3_n_l,nitrogeno_amoniacal_amonio_mg_nh4_n_l,nitrogeno_total_mg_n_l,oxigeno_disuelto_mg_l,potencial_de_hidrogeno_p_h_sin_unid,solidos_suspendidos_totales_mg_l,temperatura_o_c,turbidez_ntu
2014-12-17,2014-12-17T00:00:00Z,RU15,Uruguay,Train,35,1.8,71.2,0.031,64,0.004,0.41,0.024,1.32,7.75,7.58,5,25.7,14
2014-12-17,2014-12-17T00:00:00Z,RU16,Uruguay,Train,47,1,100,0.035,94,0.004,0.37,0.029,1.5,8.21,7.68,45,27.8,30
2014-12-17,2014-12-17T00:00:00Z,RU9,Uruguay,Train,43,1.8,58.5,0.057,100,0.001,0.37,0.026,1.31,7.62,7.55,8,24.7,16
2015-02-24,2015-02-24T00:00:00Z,RU0,Uruguay,Train,NA,NA,58.3,NA,52,NA,NA,NA,NA,7.48,7.38,NA,27.8,NA
2015-02-24,2015-02-24T00:00:00Z,RU1,Uruguay,Train,25,0.6,67.7,0.023,47,0.004,0.65,NA,0.66,6.29,7.17,3,26.1,15
2015-02-24,2015-02-24T00:00:00Z,RU10,Uruguay,Train,38,3.8,66.4,0.031,59,0.004,0.54,0.031,0.77,5.81,7.08,10,25.5,15
2015-02-24,2015-02-24T00:00:00Z,RU11,Uruguay,Train,29,0.3,65.6,0.034,52,0.004,0.64,0.048,0.82,5.56,7.05,3,25.7,16
2015-02-24,2015-02-24T00:00:00Z,RU12,Uruguay,Train,30,NA,58.3,0.022,47,0.004,0.65,0.033,0.85,6.03,6.97,NA,25.8,15
2015-02-24,2015-02-24T00:00:00Z,RU2,Uruguay,Train,28,0.9,66.8,0.098,170,0.003,0.59,0.046,0.73,4.6,6.92,1,25.8,15
2015-02-24,2015-02-24T00:00:00Z,RU3,Uruguay,Train,28,1.8,69.3,0.024,53,0.004,0.63,NA,0.73,5.79,6.82,2,25.9,15
2015-02-24,2015-02-24T00:00:00Z,RU4,Uruguay,Train,29,5.3,63.6,0.004,59,0.004,0.24,NA,0.55,4.8,6.77,2,27,14
2015-02-24,2015-02-24T00:00:00Z,RU5,Uruguay,Train,26,2.4,70.7,0.011,56,0.004,0.64,NA,0.82,6.48,6.96,NA,26.4,15
2015-02-24,2015-02-24T00:00:00Z,RU6,Uruguay,Train,27,0.6,71,0.033,32,0.004,0.62,NA,0.73,5.54,7.03,2,26.6,15
2015-02-24,2015-02-24T00:00:00Z,RU7,Uruguay,Train,27,2.1,70,0.018,51,0.004,0.62,NA,0.72,6.2,6.52,2,26.2,15
2015-02-24,2015-02-24T00:00:00Z,RU8,Uruguay,Train,28,0.3,72.1,0.023,46,0.004,0.63,NA,0.76,5.78,7.18,1,26.3,15
2015-02-24,2015-02-24T00:00:00Z,RU9,Uruguay,Train,44,15,78.4,0.011,47,0.004,0.43,0.048,0.81,5.94,7.36,9,25,15
2015-02-25,2015-02-25T00:00:00Z,RU13,Uruguay,Train,29,0.6,67.6,0.011,46,0.003,0.63,0.033,0.75,5.79,7.03,3,25.1,15
2015-02-25,2015-02-25T00:00:00Z,RU14,Uruguay,Train,28,1.8,71.2,0.027,52,0.004,0.63,0.029,0.77,6.56,6.63,2,25.8,16
2015-02-25,2015-02-25T00:00:00Z,RU15,Uruguay,Train,31,1.8,59,0.021,51,0.012,0.64,0.022,0.78,6.49,6.91,3,25.9,15
2015-02-25,2015-02-25T00:00:00Z,RU16,Uruguay,Train,33,9.5,70.7,0.022,54,0.004,0.57,0.04,0.79,6.18,7.37,6,25.6,14
2015-04-20,2015-04-20T00:00:00Z,RU0,Uruguay,Train,NA,NA,59.4,NA,69,NA,NA,NA,NA,8.39,7.09,3,19.7,NA
2015-04-20,2015-04-20T00:00:00Z,RU1,Uruguay,Train,NA,NA,58,0.018,68,0.005,0.52,NA,0.8,9.13,6.69,3,18.5,NA
2015-04-20,2015-04-20T00:00:00Z,RU2,Uruguay,Train,NA,NA,58,0.011,70,0.004,0.51,NA,0.93,8.51,7.41,3,18.2,NA
2015-04-20,2015-04-20T00:00:00Z,RU3,Uruguay,Train,27,2.2,57.7,0.011,68,0.004,0.51,0.015,1.04,9.99,6.58,2,19.3,12
2015-04-20,2015-04-20T00:00:00Z,RU4,Uruguay,Train,27,20.3,55.8,0.011,66,0.004,0.32,NA,0.87,8,7.67,10,18.6,16
2015-04-20,2015-04-20T00:00:00Z,RU5,Uruguay,Train,27,6.4,57.6,0.011,81,0.004,0.51,NA,0.84,8.76,7.52,2,19,12
2015-04-20,2015-04-20T00:00:00Z,RU6,Uruguay,Train,26,5.2,59,0.018,68,0.004,0.5,0.004,1.31,8.58,7.55,3,19.7,12
2015-04-20,2015-04-20T00:00:00Z,RU7,Uruguay,Train,27,3.7,58.4,0.021,69,0.004,0.49,NA,0.83,8.84,6.97,4,18.8,12
2015-04-20,2015-04-20T00:00:00Z,RU8,Uruguay,Train,28,5,60,0.018,61,0.005,0.51,0.014,0.81,8.58,7.55,3,19.1,12
2015-04-21,2015-04-21T00:00:00Z,RU10,Uruguay,Train,28,5.3,63.2,0.018,73,0.004,0.5,NA,0.91,8.7,7.1,2,18.8,12
2015-04-21,2015-04-21T00:00:00Z,RU11,Uruguay,Train,27,2.6,61.35,0.011,76,0.004,0.49,0.004,0.78,8.94,7.37,6,18.6,13
2015-04-21,2015-04-21T00:00:00Z,RU12,Uruguay,Train,27,6.5,59.1,0.011,70,0.004,0.51,NA,0.87,6.21,8.81,4,18.8,12
2015-04-21,2015-04-21T00:00:00Z,RU13,Uruguay,Train,28,23.8,64.2,0.026,84,0.004,0.47,NA,0.91,7.98,7.13,5,19.5,12
2015-04-21,2015-04-21T00:00:00Z,RU14,Uruguay,Train,29,5.5,66.6,0.018,69,0.004,0.5,NA,0.9,9.18,7.63,2,19.1,12
2015-04-21,2015-04-21T00:00:00Z,RU15,Uruguay,Train,27,4.6,57,0.019,68,0.004,0.5,NA,0.87,8.72,7.34,3,18.9,12
2015-04-21,2015-04-21T00:00:00Z,RU16,Uruguay,Train,30,19.2,63.5,0.018,74,0.004,0.4,NA,0.73,8.71,7.22,2,18.7,12
2015-04-21,2015-04-21T00:00:00Z,RU9,Uruguay,Train,28,3.6,68,0.038,73,0.004,0.51,NA,0.79,8.61,7.11,3,18.3,12
2015-06-23,2015-06-23T00:00:00Z,RU0,Uruguay,Train,NA,NA,59.4,NA,71,NA,NA,NA,NA,9.6,6.84,3,15.2,NA
2015-06-23,2015-06-23T00:00:00Z,RU1,Uruguay,Train,29,0.1,62,0.036,65,0.003,0.86,0.004,1.3,10.63,6.48,3,14.4,20
2015-06-23,2015-06-23T00:00:00Z,RU2,Uruguay,Train,28,0.5,60.3,0.033,64,0.003,0.89,0.004,1.13,11.59,6.85,1,13.8,23
2015-06-23,2015-06-23T00:00:00Z,RU3,Uruguay,Train,28,NA,60.9,0.03,63,0.003,0.96,NA,1.16,10.22,7.5,2,14.5,21
2015-06-23,2015-06-23T00:00:00Z,RU4,Uruguay,Train,25,NA,53.6,0.028,72,0.003,0.98,0.004,1.11,10.68,7.4,6,12.5,22
2015-06-23,2015-06-23T00:00:00Z,RU5,Uruguay,Train,27,0.4,59.9,0.03,69,0.003,1.2,0.004,1.17,9.79,7.38,3,14.4,23
2015-06-23,2015-06-23T00:00:00Z,RU6,Uruguay,Train,27,0.4,60.5,0.03,67,0.003,1,0.004,1.15,9.93,6.99,2,14.6,22
2015-06-23,2015-06-23T00:00:00Z,RU7,Uruguay,Train,27,0.6,60.5,0.028,65,0.003,1.1,0.004,1.16,9.95,7.68,3,14.6,23
2015-06-23,2015-06-23T00:00:00Z,RU8,Uruguay,Train,27,0.4,59.9,0.028,66,0.003,0.95,0.004,1.15,10.11,7.3,2,14.7,22
2015-06-24,2015-06-24T00:00:00Z,RU10,Uruguay,Train,32,0.6,59.5,0.03,67,0.003,1,0.004,1.15,10.81,7.36,2,12.8,23
2015-06-24,2015-06-24T00:00:00Z,RU11,Uruguay,Train,33,0.1,61.5,0.033,66,0.003,0.96,0.004,1.11,10.64,6.87,3,13.8,23
2015-06-24,2015-06-24T00:00:00Z,RU12,Uruguay,Train,34,0.1,62.9,0.029,66,0.003,0.95,0.004,1.15,10.68,6.88,4,14.1,22
2015-06-24,2015-06-24T00:00:00Z,RU13,Uruguay,Train,33,0.4,61.8,0.03,65,0.003,0.98,0.004,1.12,10.26,7.57,3,13.9,25
2015-06-24,2015-06-24T00:00:00Z,RU14,Uruguay,Train,32,NA,60.7,0.033,68,NA,1,0.014,1.14,10.46,7.34,1,13.5,22
2015-06-24,2015-06-24T00:00:00Z,RU15,Uruguay,Train,32,NA,59.9,0.026,66,0.003,0.97,0.004,1.24,10.37,7.36,7,14.2,24
2015-06-24,2015-06-24T00:00:00Z,RU16,Uruguay,Train,32,0.6,61.6,0.029,65,0.003,1,0.004,1.15,10.6,7.43,1,13.1,22
2015-06-24,2015-06-24T00:00:00Z,RU9,Uruguay,Train,33,0.4,59.6,0.03,68,0.003,1,0.004,1.1,11.22,6.65,3,12.2,23
2015-08-18,2015-08-18T00:00:00Z,RU0,Uruguay,Train,NA,NA,54.3,NA,140,NA,NA,NA,NA,8.23,6.8,26,17.2,NA
2015-08-18,2015-08-18T00:00:00Z,RU1,Uruguay,Train,26,0.3,42.3,0.037,170,0.005,0.56,0.004,1.41,8.73,6.84,27,17,25
2015-08-18,2015-08-18T00:00:00Z,RU2,Uruguay,Train,34,0.6,63.5,0.066,270,0.003,0.5,0.03,1,6.82,7.02,4,16.1,17
2015-08-18,2015-08-18T00:00:00Z,RU3,Uruguay,Train,30,NA,63,0.064,210,0.005,0.52,0.016,1.86,8.13,6.48,11,16.5,21
2015-08-18,2015-08-18T00:00:00Z,RU4,Uruguay,Train,26,0.7,55.7,0.057,120,0.003,0.57,0.004,0.79,7.41,6.88,9,16.9,20
2015-08-18,2015-08-18T00:00:00Z,RU5,Uruguay,Train,26,0.1,55.4,0.05,150,0.003,0.57,0.004,1,8.57,6.99,23,17.1,25
2015-08-18,2015-08-18T00:00:00Z,RU6,Uruguay,Train,28,0.4,61.7,0.071,150,0.003,0.54,NA,1.99,7.91,6.95,8,16.9,20
2015-08-18,2015-08-18T00:00:00Z,RU7,Uruguay,Train,26,0.3,57.2,0.057,160,0.003,0.55,0.018,1.07,8.26,7.16,24,16.9,23
2015-08-18,2015-08-18T00:00:00Z,RU8,Uruguay,Train,28,0.3,61.8,0.061,140,0.003,0.55,0.026,1.27,7.96,7.2,7,17,20
2015-08-19,2015-08-19T00:00:00Z,RU10,Uruguay,Train,31,0.3,64.5,0.065,160,0.003,0.54,0.022,1.51,8.08,6.55,6,16.2,19
2015-08-19,2015-08-19T00:00:00Z,RU11,Uruguay,Train,30,0.5,60.5,0.057,160,0.003,0.5,0.033,0.98,7.87,6.64,11,16.5,20
2015-08-19,2015-08-19T00:00:00Z,RU12,Uruguay,Train,29,0.3,59.7,0.049,190,0.003,0.5,0.025,1.1,8.59,6.72,28,16.8,23
2015-08-19,2015-08-19T00:00:00Z,RU13,Uruguay,Train,30,0.1,62.8,0.06,180,0.003,0.5,0.26,1.61,7.86,7.02,7,16.8,20
2015-08-19,2015-08-19T00:00:00Z,RU14,Uruguay,Train,31,0.3,64.2,0.069,190,0.003,0.58,0.034,1.06,8.51,6.79,9,16.3,21
2015-08-19,2015-08-19T00:00:00Z,RU15,Uruguay,Train,26,0.4,58.5,0.047,170,0.003,0.57,0.034,1.07,8.32,6.96,22,16.1,24
2015-08-19,2015-08-19T00:00:00Z,RU16,Uruguay,Train,32,0.1,65.7,0.07,190,0.003,0.57,0.028,1.16,8.22,7.02,10,16.3,22
2015-08-19,2015-08-19T00:00:00Z,RU9,Uruguay,Train,34,0.3,69.8,0.072,160,0.003,0.58,0.026,1.16,8.13,6.41,5,16.2,18
2015-10-20,2015-10-20T00:00:00Z,RU0,Uruguay,Train,NA,NA,55,NA,68,NA,NA,NA,NA,8.37,7.18,22,20.4,NA
2015-10-20,2015-10-20T00:00:00Z,RU1,Uruguay,Train,19,0.1,49.6,0.011,68,0.003,0.62,NA,1.16,8.48,7.22,25,20.8,36
2015-10-20,2015-10-20T00:00:00Z,RU2,Uruguay,Train,25,1,52.2,0.011,63,0.003,0.39,0.004,0.94,8.28,7.03,9,20.8,20
2015-10-20,2015-10-20T00:00:00Z,RU3,Uruguay,Train,19,0.3,53.8,0.011,76,0.003,0.61,0.013,1.17,8.39,7.19,18,21,36
2015-10-20,2015-10-20T00:00:00Z,RU4,Uruguay,Train,19,0.7,58.5,0.011,51,0.002,0.41,0.004,1.09,9.28,7.68,5,23.9,23
2015-10-20,2015-10-20T00:00:00Z,RU5,Uruguay,Train,19,0.3,55.4,0.011,68,0.003,0.61,NA,1.21,8.8,7.22,28,23,34
2015-10-20,2015-10-20T00:00:00Z,RU6,Uruguay,Train,20,0.1,56.3,0.011,59,0.003,0.53,NA,1.06,8.95,7.28,9,22.7,27
2015-10-20,2015-10-20T00:00:00Z,RU7,Uruguay,Train,19,0.4,54.5,0.011,75,0.002,0.59,NA,1.5,8.84,7.35,23,22,33
2015-10-20,2015-10-20T00:00:00Z,RU8,Uruguay,Train,20,0.6,56.2,0.011,67,0.003,0.54,NA,1.64,8.79,7.39,16,23,30
2015-10-21,2015-10-21T00:00:00Z,RU10,Uruguay,Train,20,0.4,62.7,0.011,65,0.003,0.55,NA,1.13,8.59,7.43,11,19.4,27
2015-10-21,2015-10-21T00:00:00Z,RU11,Uruguay,Train,22,0.3,51.2,0.011,63,0.003,0.54,0.018,1.25,8.51,7.28,16,19.9,30
2015-10-21,2015-10-21T00:00:00Z,RU12,Uruguay,Train,20,0.4,51.1,0.011,69,0.003,0.58,NA,1.08,8.59,7.25,20,20.4,35
2015-10-21,2015-10-21T00:00:00Z,RU13,Uruguay,Train,22,0.6,59.3,0.011,64,0.003,0.54,NA,1.39,8.65,7.25,9,22.1,28
2015-10-21,2015-10-21T00:00:00Z,RU14,Uruguay,Train,22,0.1,56.3,0.011,65,0.003,0.56,0.014,1.32,8.88,7.2,9,21,27
2015-10-21,2015-10-21T00:00:00Z,RU15,Uruguay,Train,19,0.7,51.9,0.011,78,0.003,0.61,NA,1.88,8.73,7.35,22,20.8,36
2015-10-21,2015-10-21T00:00:00Z,RU16,Uruguay,Train,22,0.4,56.2,0.011,60,0.003,0.57,0.014,1.59,7.89,8,4,21.1,26
2015-10-21,2015-10-21T00:00:00Z,RU9,Uruguay,Train,23,0.4,80.6,0.011,60,0.003,0.56,NA,1.11,8.49,7.53,7,19.2,24
2016-01-26,2016-01-26T00:00:00Z,RU0,Uruguay,Train,NA,NA,58.7,NA,240,NA,NA,NA,NA,6.95,6.58,3,29.8,NA
2016-01-26,2016-01-26T00:00:00Z,RU1,Uruguay,Train,27,1.5,59,0.018,230,0.011,0.52,0.004,0.97,7.37,6.58,3,29.2,10
2016-01-26,2016-01-26T00:00:00Z,RU2,Uruguay,Train,24,1.2,60.4,0.022,190,0.013,0.5,0.021,1.5,6.91,6.84,1,28.9,10
2016-01-26,2016-01-26T00:00:00Z,RU3,Uruguay,Train,24,1.6,58.7,0.011,120,0.011,0.51,0.004,0.98,7.17,7.03,3,29.4,10
2016-01-26,2016-01-26T00:00:00Z,RU4,Uruguay,Train,23,5.5,58,0.018,230,0.01,0.48,0.004,0.9,7.69,7.33,5,28.2,11
2016-01-26,2016-01-26T00:00:00Z,RU5,Uruguay,Train,23,4,59,0.011,250,0.012,0.51,0.004,0.99,6.97,7.32,2,29.5,10
2016-01-26,2016-01-26T00:00:00Z,RU6,Uruguay,Train,24,3.1,60.8,0.018,230,0.013,0.5,0.004,0.96,7.21,7.31,2,29.7,10
2016-01-26,2016-01-26T00:00:00Z,RU7,Uruguay,Train,23,4.3,58.6,0.011,240,0.011,0.52,0.004,0.93,7.34,7.15,4,29.8,10
2016-01-26,2016-01-26T00:00:00Z,RU8,Uruguay,Train,24,5,61.6,0.019,230,0.013,0.48,0.004,0.97,7.55,7.2,3,29.6,10
2016-01-27,2016-01-27T00:00:00Z,RU10,Uruguay,Train,27,3,67.1,0.018,230,0.016,0.49,0.004,0.99,7.25,7.35,9,NA,13
2016-01-27,2016-01-27T00:00:00Z,RU11,Uruguay,Train,24,0.9,62.6,0.011,240,0.014,0.54,0.004,0.94,7.16,7.2,2,28.1,10
2016-01-27,2016-01-27T00:00:00Z,RU12,Uruguay,Train,23,3.7,57.8,0.011,240,0.011,0.51,0.004,0.98,7.21,7.26,4,28.5,10
2016-01-27,2016-01-27T00:00:00Z,RU13,Uruguay,Train,24,1.8,63.7,0.011,230,0.015,0.51,0.004,0.98,7.12,7.31,3,28.6,9.4
2016-01-27,2016-01-27T00:00:00Z,RU14,Uruguay,Train,23,2.2,62.3,0.025,230,0.015,0.54,0.004,0.99,7.78,7.38,3,28.1,10
2016-01-27,2016-01-27T00:00:00Z,RU15,Uruguay,Train,24,5,62.5,0.019,120,0.012,0.5,0.004,0.94,7.12,7.3,4,28.7,10
2016-01-27,2016-01-27T00:00:00Z,RU16,Uruguay,Train,24,1.9,60.9,0.019,230,0.014,0.5,0.004,1.1,7.31,7.43,1,27.8,10
2016-01-27,2016-01-27T00:00:00Z,RU9,Uruguay,Train,24,6.1,60.3,0.011,230,0.013,0.57,0.004,1.24,7.69,7.22,6,26.9,11
2016-03-08,2016-03-08T00:00:00Z,RU0,Uruguay,Train,NA,NA,75.7,NA,140,NA,NA,NA,NA,8.75,7.7,2,28.9,NA
2016-03-08,2016-03-08T00:00:00Z,RU1,Uruguay,Train,31,0.9,58,0.024,140,0.003,0.73,NA,1.24,9.31,7.94,2,26.5,12
2016-03-08,2016-03-08T00:00:00Z,RU2,Uruguay,Train,32,0.7,56.7,0.029,120,0.003,0.7,NA,1.1,8.78,7.21,1,26.3,11
2016-03-08,2016-03-08T00:00:00Z,RU3,Uruguay,Train,32,2.1,55.6,0.033,130,0.003,0.7,0.004,1.03,9.45,7.75,2,26.8,12
2016-03-08,2016-03-08T00:00:00Z,RU4,Uruguay,Train,30,7.5,51.6,0.011,110,0.003,0.41,0.004,0.86,9.86,7.86,7,27.4,13
2016-03-08,2016-03-08T00:00:00Z,RU5,Uruguay,Train,32,1.8,55.5,0.022,120,0.003,0.69,0.004,1.26,8.95,7.98,2,26.6,12
2016-03-08,2016-03-08T00:00:00Z,RU6,Uruguay,Train,31,4,55.1,0.027,130,0.003,0.69,0.035,1,9.2,8.21,1,27.2,12
2016-03-08,2016-03-08T00:00:00Z,RU7,Uruguay,Train,31,2.8,55.2,0.024,130,0.003,0.69,NA,1.08,8.65,6.98,1,25.9,12
2016-03-08,2016-03-08T00:00:00Z,RU8,Uruguay,Train,31,2.1,73.1,0.023,130,0.002,0.69,NA,1.06,7.44,6.94,1,NA,12
2016-03-09,2016-03-09T00:00:00Z,RU10,Uruguay,Train,33,5.2,69,0.021,150,0.003,0.64,0.004,1,7.43,7.39,4,NA,13
2016-03-09,2016-03-09T00:00:00Z,RU11,Uruguay,Train,31,1.2,67.6,0.027,130,0.003,0.69,0.057,1.08,7.42,7.44,2,NA,12
2016-03-09,2016-03-09T00:00:00Z,RU12,Uruguay,Train,31,1,69.4,0.021,130,0.003,0.71,0.004,1.13,7.44,7.66,2,NA,13
2016-03-09,2016-03-09T00:00:00Z,RU13,Uruguay,Train,31,2.7,71.3,0.026,130,0.003,0.7,0.023,1.05,7.48,7.49,2,26.7,12
2016-03-09,2016-03-09T00:00:00Z,RU14,Uruguay,Train,31,1.6,69.9,0.029,130,0.003,0.69,0.022,1.02,7.36,7.56,1,25.8,13
2016-03-09,2016-03-09T00:00:00Z,RU15,Uruguay,Train,31,1.9,68.7,0.036,120,0.003,0.7,0.047,1.04,7.48,7.58,2,26.2,13
2016-03-09,2016-03-09T00:00:00Z,RU16,Uruguay,Train,32,1.6,73.4,0.026,130,0.003,0.66,NA,1.1,8.05,NA,2,7.56,12
2016-03-09,2016-03-09T00:00:00Z,RU9,Uruguay,Train,35,8.3,70,0.018,130,0.003,0.62,NA,1.03,7.92,7.34,6,NA,12
2016-05-03,2016-05-03T00:00:00Z,RU0,Uruguay,Train,NA,NA,67.2,NA,77,NA,NA,NA,NA,9.45,7.32,10,14.6,NA
2016-05-03,2016-05-03T00:00:00Z,RU1,Uruguay,Train,28,0.1,51.9,0.011,74,0.003,0.32,NA,0.7,9.21,7.64,12,13.8,14
2016-05-03,2016-05-03T00:00:00Z,RU2,Uruguay,Train,29,NA,52.3,0.033,75,0.003,0.23,0.017,0.63,9.26,7.41,2,13.6,10
2016-05-03,2016-05-03T00:00:00Z,RU3,Uruguay,Train,25,0.1,53.1,0.028,71,0.003,0.32,0.013,0.65,9.25,7.45,9,14.1,13
2016-05-03,2016-05-03T00:00:00Z,RU4,Uruguay,Train,23,1.3,49.8,0.021,65,0.003,0.25,0.004,0.66,9.85,7.63,4,12.5,13
2016-05-03,2016-05-03T00:00:00Z,RU5,Uruguay,Train,24,3,56,0.025,73,0.003,0.31,NA,0.71,9.39,7.43,9,14.3,15
2016-05-03,2016-05-03T00:00:00Z,RU6,Uruguay,Train,24,NA,53.4,0.027,73,0.003,0.28,0.004,0.7,9.81,7.66,5,13.5,13
2016-05-03,2016-05-03T00:00:00Z,RU7,Uruguay,Train,26,0.4,55.6,0.033,75,0.003,0.29,NA,0.67,9.63,7.56,9,14.1,12
2016-05-03,2016-05-03T00:00:00Z,RU8,Uruguay,Train,27,0.1,63.7,0.028,77,0.003,0.28,0.015,0.67,9.41,7.41,6,14.3,12
2016-05-04,2016-05-04T00:00:00Z,RU10,Uruguay,Train,26,0.1,118.3,0.028,69,0.002,0.3,0.014,0.72,9.36,7.5,4,13.8,11
2016-05-04,2016-05-04T00:00:00Z,RU11,Uruguay,Train,26,0.1,56.7,0.032,74,0.002,0.31,0.017,0.67,9.77,7.72,5,14,12
2016-05-04,2016-05-04T00:00:00Z,RU12,Uruguay,Train,25,0.4,56.1,0.028,69,0.003,0.33,0.004,0.75,9.8,7.33,10,14.1,13
2016-05-04,2016-05-04T00:00:00Z,RU13,Uruguay,Train,27,1.2,59.3,0.022,76,0.003,0.31,0.032,0.81,9.63,7.4,4,15.1,12
2016-05-04,2016-05-04T00:00:00Z,RU14,Uruguay,Train,26,0.1,60.8,0.027,82,0.002,0.3,0.02,0.77,9.96,7.6,5,13.8,12
2016-05-04,2016-05-04T00:00:00Z,RU15,Uruguay,Train,23,NA,59,0.024,71,0.002,0.33,NA,0.73,9.74,7.21,10,14.4,14
2016-05-04,2016-05-04T00:00:00Z,RU16,Uruguay,Train,29,0.1,63.8,0.033,76,0.003,0.29,0.017,0.92,11.57,8.5,4,14.3,12
2016-05-04,2016-05-04T00:00:00Z,RU9,Uruguay,Train,30,1.2,63.5,0.033,82,0.002,0.26,0.017,0.68,9.61,7.22,3,13.4,11
2016-07-05,2016-07-05T00:00:00Z,RU0,Uruguay,Train,NA,NA,63.7,NA,82,NA,NA,NA,NA,11.75,7.15,18,13,NA
2016-07-05,2016-07-05T00:00:00Z,RU1,Uruguay,Train,29,0.9,48.9,0.041,79,0.003,0.47,0.022,0.88,10.03,6.4,16,12.9,15
2016-07-05,2016-07-05T00:00:00Z,RU2,Uruguay,Train,40,NA,49.3,0.098,130,0.003,0.62,0.057,1.13,10.64,6.68,5,12.7,13
2016-07-05,2016-07-05T00:00:00Z,RU3,Uruguay,Train,30,0.6,49.1,0.044,74,0.003,0.59,NA,0.88,11.46,6.26,9,12.9,13
2016-07-05,2016-07-05T00:00:00Z,RU4,Uruguay,Train,29,1.6,49.9,0.057,67,0.003,0.63,NA,0.98,12.22,7.72,5,13,12
2016-07-05,2016-07-05T00:00:00Z,RU5,Uruguay,Train,29,0.3,49.4,0.051,73,0.003,0.48,0.018,0.92,9.08,6.65,11,12.9,13
2016-07-05,2016-07-05T00:00:00Z,RU6,Uruguay,Train,34,0.1,54.2,0.047,84,0.003,0.53,0.015,0.96,10.95,7.07,6,14.5,13
2016-07-05,2016-07-05T00:00:00Z,RU7,Uruguay,Train,29,0.1,49.2,0.034,70,0.003,0.49,NA,0.9,11.1,6.35,10,13,13
2016-07-05,2016-07-05T00:00:00Z,RU8,Uruguay,Train,35,0.4,50.5,0.053,76,0.003,0.53,0.022,1.04,11.94,5.88,5,13.3,11
2016-07-06,2016-07-06T00:00:00Z,RU10,Uruguay,Train,51,1.3,73.5,0.043,110,0.006,0.64,0.052,1.14,11.97,7.89,4,12.9,11
2016-07-06,2016-07-06T00:00:00Z,RU11,Uruguay,Train,48,0.9,51.3,0.045,79,0.003,0.45,0.036,0.92,11.14,7.34,7,13.3,16
2016-07-06,2016-07-06T00:00:00Z,RU12,Uruguay,Train,31,0.3,54.5,0.052,78,0.005,0.44,0.028,1.29,10.71,7.42,9,13.2,15
2016-07-06,2016-07-06T00:00:00Z,RU13,Uruguay,Train,33,NA,81.9,0.045,81,0.003,0.48,0.045,1.26,11.47,7.81,6,14.2,12
2016-07-06,2016-07-06T00:00:00Z,RU14,Uruguay,Train,37,0.3,56.2,0.039,81,0.003,0.55,0.049,1.23,11.45,7.67,8,14.5,12
2016-07-06,2016-07-06T00:00:00Z,RU15,Uruguay,Train,28,0.3,50.1,0.057,71,0.003,0.52,0.022,1.02,11.44,7.32,15,13.6,15
2016-07-06,2016-07-06T00:00:00Z,RU16,Uruguay,Train,40,3.1,59.7,0.035,77,0.003,0.59,0.029,1.01,12.15,8.81,15,15.2,15
2016-07-06,2016-07-06T00:00:00Z,RU9,Uruguay,Train,38,0.1,54.2,0.034,81,0.003,0.54,0.015,1,11.92,7.67,4,12.8,11
2016-09-07,2016-09-07T00:00:00Z,RU1,Uruguay,Train,30,0.9,61.6,0.024,NA,0.003,0.84,NA,1.12,10.5,7.49,5,13.7,12
2016-09-07,2016-09-07T00:00:00Z,RU2,Uruguay,Train,31,0.3,62.7,0.019,NA,0.003,0.82,0.013,1.12,10.54,7.68,7,12.9,12
2016-09-07,2016-09-07T00:00:00Z,RU3,Uruguay,Train,30,0.4,62.4,0.011,NA,0.003,0.83,NA,1.03,10.44,7.83,6,13.6,11
2016-09-07,2016-09-07T00:00:00Z,RU4,Uruguay,Train,29,0.7,60.9,0.02,NA,0.003,0.82,NA,1.15,10.54,7.82,4,13.3,11
2016-09-07,2016-09-07T00:00:00Z,RU5,Uruguay,Train,29,0.7,61.1,0.011,NA,0.003,0.83,NA,1.16,10.44,7.72,11,13.5,14
2016-09-07,2016-09-07T00:00:00Z,RU6,Uruguay,Train,27,1.3,56.5,0.011,NA,0.003,0.81,0.021,1.23,10.56,7.73,31,12.6,22
2016-09-07,2016-09-07T00:00:00Z,RU7,Uruguay,Train,29,0.7,61.8,0.011,NA,0.003,0.82,NA,1.11,10.52,7.87,7,13.4,13
2016-09-07,2016-09-07T00:00:00Z,RU8,Uruguay,Train,30,1,63.1,0.018,NA,0.003,0.82,0.033,1.12,10.51,7.87,9,13.2,13
2016-09-09,2016-09-09T00:00:00Z,RU10,Uruguay,Train,35,1.2,71.7,0.058,NA,0.003,0.85,0.018,1.12,10.28,7.74,4,13,11
2016-09-09,2016-09-09T00:00:00Z,RU11,Uruguay,Train,33,0.6,67.6,0.011,NA,0.003,0.83,0.026,1.1,10.34,7.7,4,13.5,11
2016-09-09,2016-09-09T00:00:00Z,RU12,Uruguay,Train,33,0.4,69.3,0.011,NA,0.003,0.83,0.055,1.15,10.33,7.82,6,13.7,12
2016-09-09,2016-09-09T00:00:00Z,RU13,Uruguay,Train,35,0.4,68.2,0.024,NA,0.003,0.83,0.046,1.14,10.21,7.92,3,13.9,11
