date,date_time,estacion,river,data_model,alcalinidad_total_mg_ca_co3_l,clorofila_a_mg_l,conductividad_m_s_cm,fosfato_ortofosfato_mg_po4_p_l,fosforo_total_mg_p_l,ion_nitrito_mg_no2_n_l,nitrato_mg_no3_n_l,nitrogeno_amoniacal_amonio_mg_nh4_n_l,nitrogeno_total_mg_n_l,oxigeno_disuelto_mg_l,potencial_de_hidrogeno_p_h_sin_unid,solidos_suspendidos_totales_mg_l,temperatura_o_c,turbidez_ntu
2017-05-30,2017-05-30T00:00:00Z,SS6.5,SanSalvador,NotUsed,217,NA,450,NA,240,0.03,NA,NA,NA,7.87,7.66,13,15.8,17.9
2017-08-01,2017-08-01T00:00:00Z,SS1,SanSalvador,NotUsed,353,2.7,600,NA,150,NA,NA,NA,NA,7.5,7.6,NA,14.2,6.6
2017-08-01,2017-08-01T00:00:00Z,SS2,SanSalvador,NotUsed,178,NA,312,NA,290,NA,NA,NA,NA,8.96,7.87,12,14,34
2017-08-01,2017-08-01T00:00:00Z,SS3,SanSalvador,NotUsed,256,NA,426.2,NA,300,NA,NA,NA,NA,8.89,7.92,NA,13.8,12.8
2017-08-01,2017-08-01T00:00:00Z,SS4,SanSalvador,NotUsed,238,NA,423.9,NA,350,NA,NA,NA,NA,9.21,8.01,NA,14,13.1
2017-08-01,2017-08-01T00:00:00Z,SS5,SanSalvador,NotUsed,258,NA,429.6,NA,330,0.03,NA,NA,NA,9.55,7.94,NA,14.5,11.4
2017-08-01,2017-08-01T00:00:00Z,SS6,SanSalvador,NotUsed,257,NA,423.6,NA,290,0.03,1.03,NA,NA,9.54,8.02,NA,14.1,12.8
2017-08-01,2017-08-01T00:00:00Z,SS6.5,SanSalvador,NotUsed,246,NA,417.3,NA,330,0.03,NA,NA,NA,8.79,7.92,19,14.8,17.6
2017-10-24,2017-10-24T00:00:00Z,SS1,SanSalvador,NotUsed,357,4.9,679,NA,NA,NA,NA,NA,1.6,8.57,7.14,9.3,18.4,4.8
2017-10-24,2017-10-24T00:00:00Z,SS2,SanSalvador,NotUsed,303,NA,546,NA,150,NA,NA,NA,1.8,6.24,6.86,NA,19.1,7.21
2017-10-24,2017-10-24T00:00:00Z,SS3,SanSalvador,NotUsed,294,NA,528,NA,160,NA,NA,NA,1.5,7.03,7.36,NA,19.1,6.8
2017-10-24,2017-10-24T00:00:00Z,SS4,SanSalvador,NotUsed,282,NA,490,NA,170,NA,NA,NA,1.3,7.31,7.78,10,19.5,8.6
2017-10-24,2017-10-24T00:00:00Z,SS5,SanSalvador,NotUsed,275,NA,486,NA,190,NA,NA,NA,1.9,7.92,7.85,11,19.4,6.58
2017-10-24,2017-10-24T00:00:00Z,SS6,SanSalvador,NotUsed,265,3.2,501,NA,180,NA,NA,NA,1.8,8.24,7.97,NA,20.9,6.16
2017-10-24,2017-10-24T00:00:00Z,SS6.5,SanSalvador,NotUsed,256,6.3,502,NA,200,0.05,NA,NA,1.5,9.1,8,12,23,8.96
2017-12-05,2017-12-05T00:00:00Z,SS1,SanSalvador,NotUsed,368,23,763,NA,NA,NA,NA,NA,0.9,9.67,6.84,NA,23.1,5.07
2017-12-05,2017-12-05T00:00:00Z,SS3,SanSalvador,NotUsed,275,NA,553,NA,310,0.02,NA,NA,1.4,6.27,6.57,NA,23.7,7.21
2017-12-05,2017-12-05T00:00:00Z,SS4,SanSalvador,NotUsed,228,NA,479,NA,380,0.04,1.5,NA,1.4,6.15,6.79,24,23.2,22
2017-12-05,2017-12-05T00:00:00Z,SS5,SanSalvador,NotUsed,280,7.2,555,NA,320,0.03,NA,NA,1.5,7.65,7.15,NA,24.7,5.44
2017-12-05,2017-12-05T00:00:00Z,SS6,SanSalvador,NotUsed,264,4.8,554,NA,270,0.03,1,NA,1.4,8.6,7.44,NA,24.2,5.54
2017-12-05,2017-12-05T00:00:00Z,SS6.5,SanSalvador,NotUsed,269,2.9,577,NA,350,0.13,1.2,NA,1.8,6.94,7.34,12,25.7,14.2
2017-12-05,2017-12-05T12:00:00Z,SS2,SanSalvador,NotUsed,306,2.4,596,NA,270,0.02,NA,NA,1.7,5.19,6.54,NA,22.4,4.11
2018-02-06,2018-02-06T11:00:00Z,SS1,SanSalvador,NotUsed,384,NA,82.3,NA,NA,NA,NA,NA,1.2,6.45,7.91,NA,26.2,3.17
2018-02-06,2018-02-06T11:30:00Z,SS2,SanSalvador,NotUsed,293,7,621,NA,280,NA,NA,NA,1.1,3.64,7.84,NA,25.6,3.64
2018-02-06,2018-02-06T12:20:00Z,SS3,SanSalvador,NotUsed,241,16,56.9,NA,350,NA,NA,NA,1.9,6.19,7.83,NA,27.6,5.79
2018-02-06,2018-02-06T13:20:00Z,SS4,SanSalvador,NotUsed,204,3.1,483,NA,410,NA,NA,NA,1.9,7.45,7.63,NA,27.7,10.6
2018-02-06,2018-02-06T14:30:00Z,SS5,SanSalvador,NotUsed,217,5.2,512,NA,270,0.03,NA,NA,2.2,9.14,7.97,NA,30,5.69
2018-02-06,2018-02-06T15:00:00Z,SS6,SanSalvador,NotUsed,227,4.8,550,NA,300,0.06,NA,NA,1.8,7.79,7.39,10,29.2,10.4
2018-02-06,2018-02-06T15:25:00Z,SS6.5,SanSalvador,NotUsed,237,10,580,NA,320,0.21,NA,NA,2,7.51,7.98,13,30.5,16
2018-04-03,2018-04-03T11:00:00Z,SS1,SanSalvador,NotUsed,378,5.3,834,NA,NA,NA,NA,NA,1.7,7.6,7.8,NA,22.3,4.7
2018-04-03,2018-04-03T11:40:00Z,SS2,SanSalvador,NotUsed,315,3.7,622,NA,130,NA,NA,NA,1,3.59,7.85,NA,20,3.47
2018-04-03,2018-04-03T12:15:00Z,SS3,SanSalvador,NotUsed,295,5.3,620,NA,200,NA,NA,NA,1.1,6.92,8.16,NA,22.3,6.03
2018-04-03,2018-04-03T13:00:00Z,SS4,SanSalvador,NotUsed,282,6.4,589,NA,280,NA,NA,NA,1.6,6.34,8.04,13,23,8.75
2018-04-03,2018-04-03T14:10:00Z,SS5,SanSalvador,NotUsed,246,13,553,NA,160,0.02,3.48,NA,NA,13.31,8.41,NA,24.6,2.87
2018-04-03,2018-04-03T14:30:00Z,SS6,SanSalvador,NotUsed,260,15,539,NA,NA,NA,NA,NA,0.8,9.42,8.38,NA,24.4,4.49
2018-04-03,2018-04-03T15:00:00Z,SS6.5,SanSalvador,NotUsed,251,58,565,NA,NA,NA,NA,NA,1,13.27,8.61,22,25.1,13.6
2018-05-29,2018-05-29T10:30:00Z,SS1,SanSalvador,NotUsed,347,NA,682,NA,120,NA,NA,NA,1.9,6.53,7.68,NA,17.4,4.28
2018-05-29,2018-05-29T11:15:00Z,SS2,SanSalvador,NotUsed,234,NA,426.7,NA,310,NA,NA,NA,1.6,8.1,7.98,12,15.3,31.9
2018-05-29,2018-05-29T11:45:00Z,SS3,SanSalvador,NotUsed,281,2.7,534,NA,240,NA,NA,NA,1.6,8.19,8.08,14,16.5,11.02
2018-05-29,2018-05-29T12:37:00Z,SS4,SanSalvador,NotUsed,268,NA,514,NA,280,NA,NA,NA,1.6,8.1,8.07,12,17.7,11.5
2018-05-29,2018-05-29T14:05:00Z,SS5,SanSalvador,NotUsed,264,NA,510,NA,350,0.03,NA,NA,2.2,8.48,7.89,9.9,17.8,12.9
2018-05-29,2018-05-29T14:35:00Z,SS6,SanSalvador,NotUsed,259,NA,482,NA,400,0.06,NA,NA,2.1,7.93,7.8,NA,16.3,7.9
2018-05-29,2018-05-29T14:54:00Z,SS6.5,SanSalvador,NotUsed,257,NA,511,NA,430,0.07,NA,NA,1.9,8.84,8.01,NA,18.9,7.9
2018-07-31,2018-07-31T10:30:00Z,SS1,SanSalvador,NotUsed,163,NA,308.7,NA,400,0.06,1.1,NA,NA,9.11,6.98,NA,11.2,60.8
2018-07-31,2018-07-31T11:20:00Z,SS2,SanSalvador,NotUsed,124,NA,241.9,NA,370,0.04,1.1,NA,NA,9.04,7.53,14,11.6,65.8
2018-07-31,2018-07-31T11:50:00Z,SS3,SanSalvador,NotUsed,100,NA,208.9,NA,730,0.06,1.2,NA,NA,9.48,7.52,20,11.7,78.8
2018-07-31,2018-07-31T13:10:00Z,SS4,SanSalvador,NotUsed,103,NA,216.5,NA,490,0.08,1.3,NA,NA,10.12,7.6,25,11.9,79.9
2018-07-31,2018-07-31T14:20:00Z,SS5,SanSalvador,NotUsed,112,NA,237.3,NA,420,0.07,1.5,NA,NA,9.44,7.61,27,13.2,67.6
2018-07-31,2018-07-31T14:45:00Z,SS6,SanSalvador,NotUsed,112,NA,227.6,NA,440,0.07,1.5,NA,NA,9.61,7.62,20,11.6,64.2
2018-07-31,2018-07-31T15:10:00Z,SS6.5,SanSalvador,NotUsed,106,NA,226.4,NA,450,0.08,1.6,NA,NA,9.75,7.54,19,13.1,65.1
2018-10-23,2018-10-23T10:30:00Z,SS1,SanSalvador,NotUsed,260,NA,528,NA,190,0.05,NA,NA,NA,7.63,7.3,NA,18.2,10.3
2018-10-23,2018-10-23T11:10:00Z,SS2,SanSalvador,NotUsed,211,NA,425.2,NA,NA,0.02,NA,NA,NA,4.94,7.28,NA,17.6,13.8
2018-10-23,2018-10-23T11:50:00Z,SS3,SanSalvador,NotUsed,180,2.9,392.1,NA,470,0.04,NA,NA,NA,7.41,7.78,NA,19.6,18.1
2018-10-23,2018-10-23T12:40:00Z,SS4,SanSalvador,NotUsed,185,NA,398.1,NA,330,NA,NA,NA,NA,7.75,7.75,9.8,19.8,20.4
2018-10-23,2018-10-23T13:47:00Z,SS5,SanSalvador,NotUsed,200,NA,438.7,NA,350,0.04,1.1,NA,NA,8.9,7.48,NA,20.5,14.7
2018-10-23,2018-10-23T14:10:00Z,SS6,SanSalvador,NotUsed,206,NA,429.4,NA,410,0.05,NA,NA,NA,9.56,7.55,19,19.6,14.5
2018-10-23,2018-10-23T14:35:00Z,SS6.5,SanSalvador,NotUsed,189,NA,416.1,NA,410,0.08,NA,NA,NA,6.09,7.51,NA,20.1,23.8
2017-02-07,2017-02-07T01:20:00Z,CA1,Tacuarembo,NotUsed,48,0.6,106,73,91,NA,0.1,0.058,0.81,6.97,7.19,NA,24.8,11
2017-02-07,2017-02-07T02:02:00Z,YA1,Tacuarembo,NotUsed,31,0.1,81.2,NA,108,NA,NA,0.063,1.76,6.45,6.64,NA,25.1,14
2017-02-07,2017-02-07T10:38:00Z,TG4,Tacuarembo,NotUsed,38,0.1,85.6,62,92,NA,0.1,0.036,0.85,7.54,7.16,NA,24,15
2017-02-07,2017-02-07T14:34:00Z,TG3,Tacuarembo,NotUsed,40,1.5,89.7,42,80,NA,0.1,0.028,0.67,7.32,7.31,NA,26.1,16
2017-02-08,2017-02-08T01:50:00Z,CU3,Tacuarembo,NotUsed,44,0.3,109.6,62,76,NA,0.2,0.11,1.08,7.26,7.75,NA,26.6,11
2017-02-08,2017-02-08T04:00:00Z,TCH010,Tacuarembo,NotUsed,72,0.3,159,37,89,0.006,0.2,0.51,1.36,5.93,7.39,NA,26.2,8.2
2017-02-08,2017-02-08T10:00:00Z,CU1,Tacuarembo,NotUsed,43,0.1,89.9,49,73,NA,0.4,0.17,0.94,8.1,7.29,NA,19.5,16
2017-02-09,2017-02-09T09:55:00Z,TCH020,Tacuarembo,NotUsed,NA,NA,69.4,NA,80,NA,NA,NA,0.77,7.27,7.22,NA,23.3,12
2017-05-16,2017-05-16T10:19:00Z,CA1,Tacuarembo,NotUsed,24,NA,54,25,86,NA,0.11,NA,1.15,7.47,7.34,19,18,NA
2017-05-16,2017-05-16T10:19:00Z,TG3,Tacuarembo,NotUsed,13,NA,31.6,36,110,NA,0.11,NA,0.93,7.18,7.46,16,18.6,NA
2017-05-16,2017-05-16T10:19:00Z,TG4,Tacuarembo,NotUsed,23,NA,46.2,73,92,NA,0.2,0.019,0.77,8.29,7.25,40,15.9,NA
2017-05-16,2017-05-16T10:19:00Z,YA1,Tacuarembo,NotUsed,17,NA,40.6,22,83,NA,0.043,NA,0.89,6.98,7.59,13,17.7,NA
2017-05-17,2017-05-17T10:24:00Z,CU1,Tacuarembo,NotUsed,34,NA,33.7,41,110,0.007,0.22,0.091,1.17,9.6,6.69,13,13,NA
2017-05-17,2017-05-17T10:24:00Z,TCH010,Tacuarembo,NotUsed,51,NA,94.1,43,110,NA,0.13,0.09,0.86,8.16,7.36,12,17,NA
2017-05-18,2017-05-18T10:24:00Z,TCH020,Tacuarembo,NotUsed,NA,NA,41.1,25,85,NA,0.091,0.046,0.62,8.08,7.64,13,15.6,NA
2017-08-08,2017-08-08T11:41:00Z,CA1,Tacuarembo,NotUsed,32,NA,65.2,29,100,0.005,0.034,0.047,1.08,8.8,7.17,52,15.3,NA
2017-08-08,2017-08-08T11:41:00Z,TG3,Tacuarembo,NotUsed,24,NA,47.5,25,79,0.013,0.095,0.015,0.74,9.08,7.13,28,14.6,NA
2017-08-08,2017-08-08T11:41:00Z,TG4,Tacuarembo,NotUsed,30,NA,58.2,30,81,0.005,0.08,NA,0.77,9,7.1,29,14.4,NA
2017-08-08,2017-08-08T11:41:00Z,YA1,Tacuarembo,NotUsed,30,NA,62,23,80,NA,0.09,0.014,1.06,8.37,7.14,22,14.7,NA
2017-08-09,2017-08-09T10:00:00Z,CU1,Tacuarembo,NotUsed,32,NA,63.9,44,120,0.024,0.25,0.086,1.39,9.4,7.34,18,13.5,NA
2017-08-09,2017-08-09T10:00:00Z,CU3,Tacuarembo,NotUsed,22,NA,45.6,26,84,NA,0.1,0.069,0.97,8.82,6.89,35,15.1,NA
2017-08-09,2017-08-09T10:00:00Z,TCH010,Tacuarembo,NotUsed,38,NA,71.7,33,99,0.011,0.08,0.07,1.47,9.45,6.85,37,16.2,NA
2017-08-10,2017-08-10T09:30:00Z,TCH020,Tacuarembo,NotUsed,NA,NA,50.1,29,91,NA,NA,0.078,1.07,9.15,7.2,14,14.1,NA
2017-11-21,2017-11-21T10:23:00Z,TG4,Tacuarembo,NotUsed,43,6.8,95,36,89,NA,0.24,0.6,0.62,8.57,7.49,9.6,21.4,NA
2017-11-21,2017-11-21T12:44:00Z,CA1,Tacuarembo,NotUsed,97,5.2,169.7,39,92,NA,0.011,0.061,0.6,8.79,7.72,18,20.8,NA
2017-11-21,2017-11-21T13:21:00Z,YA1,Tacuarembo,NotUsed,69,4.3,139.4,46,100,NA,0.22,0.18,0.99,8.14,7.23,19,20.7,NA
2017-11-21,2017-11-21T13:41:00Z,TG3,Tacuarembo,NotUsed,37,2.6,81.8,35,82,NA,0.22,0.085,0.58,8.29,7.14,9.5,22,NA
2017-11-22,2017-11-22T10:00:00Z,CU1,Tacuarembo,NotUsed,73,7.2,165.5,69,150,87,1.1,0.43,2.49,8.74,7.52,NA,17.6,NA
2017-11-22,2017-11-22T15:08:00Z,CU3,Tacuarembo,NotUsed,36,3.2,85.4,48,95,NA,0.27,0.064,1.1,7.7,7.63,NA,23.3,NA
2017-11-22,2017-11-22T16:37:00Z,TCH010,Tacuarembo,NotUsed,120,NA,238.5,39,98,NA,0.2,0.14,0.88,7.28,7.89,NA,23.1,NA
2017-11-23,2017-11-23T09:57:00Z,TCH020,Tacuarembo,NotUsed,NA,2.2,147.9,66,120,NA,0.4,0.065,0.88,10.52,7.95,NA,21.6,NA
2018-02-27,2018-02-27T10:49:00Z,TG4,Tacuarembo,NotUsed,74,NA,197.1,56,100,NA,0.08,0.043,0.55,8.09,8.17,NA,25.7,16.4
2018-02-27,2018-02-27T12:34:00Z,CA1,Tacuarembo,NotUsed,140,22,315.9,NA,82,NA,0.12,0.039,1.71,8.35,8.65,34,24.3,32.8
2018-02-27,2018-02-27T13:27:00Z,YA1,Tacuarembo,NotUsed,84,3.6,205.3,65,130,0.008,0.14,0.11,1.22,6.27,7.92,25,23.7,48.3
2018-02-27,2018-02-27T13:53:00Z,TG3,Tacuarembo,NotUsed,57,NA,147.9,26,82,NA,NA,0.048,0.46,7.86,7.96,NA,25.5,19.2
2018-02-28,2018-02-28T10:04:00Z,CU1,Tacuarembo,NotUsed,85,11,273.9,66,170,0.13,0.99,1.1,2.81,4.38,7.36,NA,24.4,8.88
2018-02-28,2018-02-28T14:18:00Z,CU3,Tacuarembo,NotUsed,56,2.3,118.9,38,100,NA,0.1,0.064,1.51,7.38,7.82,14,28.6,25.2
2018-02-28,2018-02-28T17:02:00Z,TCH010,Tacuarembo,NotUsed,104,4.7,280.5,110,220,0.045,0.27,0.73,2.1,4.17,7.59,9.4,27.3,9.76
2018-03-01,2018-03-01T10:14:00Z,TCH020,Tacuarembo,NotUsed,NA,NA,326.3,290,300,NA,0.16,0.058,11.5,9.63,8.87,NA,25.9,12.2
2018-05-15,2018-05-15T09:42:00Z,TG4,Tacuarembo,NotUsed,29,NA,70.4,58,130,0.005,0.22,0.054,1.27,9.2,7.07,22,18.2,43.2
2018-05-15,2018-05-15T11:20:00Z,CA1,Tacuarembo,NotUsed,56,NA,140.5,74,160,NA,0.1,0.051,1.44,8.47,7.1,NA,19.2,26.4
2018-05-15,2018-05-15T12:03:00Z,YA1,Tacuarembo,NotUsed,41,NA,93.2,63,150,NA,0.14,0.064,1.39,8.59,6.86,22,19.2,48.2
2018-05-16,2018-05-16T10:39:00Z,CU1,Tacuarembo,NotUsed,41,NA,93.1,56,160,0.011,0.29,0.2,1.26,9.41,7.37,9.2,15.3,34.8
2018-05-16,2018-05-16T12:01:00Z,TCH010,Tacuarembo,NotUsed,57,NA,106.9,23,140,0.013,0.17,0.047,0.95,9.25,7.44,11,16.6,34.7
2018-05-16,2018-05-16T12:35:00Z,TG3,Tacuarembo,NotUsed,24,NA,57.6,35,120,NA,0.14,0.055,0.92,8.73,6.65,22,19.3,45.6
2018-05-16,2018-05-16T13:37:00Z,CU3,Tacuarembo,NotUsed,26,NA,65.1,78,150,0.012,0.22,0.069,1.35,9.07,6.76,19,18.3,40.7
2018-05-17,2018-05-17T10:00:00Z,TCH020,Tacuarembo,NotUsed,NA,NA,82.9,73,160,NA,0.24,0.043,1.26,10.46,7.54,12,16.2,34.6
2018-08-20,2018-08-20T11:23:00Z,TCH010,Tacuarembo,NotUsed,86,NA,152.8,53,120,0.011,0.51,0.11,1.4,10.54,6.38,9.5,11.4,23.2
2018-08-20,2018-08-20T12:07:00Z,TG3,Tacuarembo,NotUsed,40,NA,79,42,84,0.006,0.25,0.037,0.99,10.21,6,12,12.6,22.5
2018-08-20,2018-08-20T12:40:00Z,YA1,Tacuarembo,NotUsed,59,NA,113.5,52,80,0.007,0.13,0.057,1.09,9.65,6.5,18,13.9,34.4
2018-08-20,2018-08-20T13:15:00Z,CA1,Tacuarembo,NotUsed,98,NA,173.6,55,73,0.007,0.12,0.041,0.93,9.68,7.21,16,12.8,30.3
2018-08-20,2018-08-20T14:50:00Z,TG4,Tacuarembo,NotUsed,48,NA,97,49,94,0.005,0.26,0.043,0.99,9.99,7.46,12,13.8,23.9
2018-08-21,2018-08-21T10:30:00Z,CU1,Tacuarembo,NotUsed,36,3.5,79.5,95,230,0.019,0.43,0.15,1.56,10.29,7.75,13,10.3,36
2018-08-21,2018-08-21T12:45:00Z,CU2,Tacuarembo,NotUsed,21,NA,49.3,55,210,0.008,0.67,0.033,1.34,10.05,7.39,NA,12.2,33.1
2018-08-21,2018-08-21T14:30:00Z,TG1,Tacuarembo,NotUsed,20,NA,44.6,26,200,NA,0.21,0.023,1.03,9.89,7.15,17,11.2,35.8
2018-08-21,2018-08-21T15:35:00Z,TG2,Tacuarembo,NotUsed,43,NA,77.6,25,180,0.005,0.14,0.053,0.87,10.1,7.16,15,12.7,28.5
2018-08-22,2018-08-22T09:25:00Z,CU3,Tacuarembo,NotUsed,41,NA,82.9,52,95,0.005,0.45,0.034,1.37,10.63,7.55,10,11.9,24
2018-08-22,2018-08-22T11:00:00Z,TCH020,Tacuarembo,NotUsed,64,NA,60.6,63,97,0.019,0.5,0.03,1.04,10.59,7.4,NA,11.8,15
2014-07-22,2014-07-22T00:00:00Z,RU0,Uruguay,Train,NA,NA,54.3,NA,70,NA,NA,NA,NA,8.23,6.8,10,17.2,NA
2014-07-22,2014-07-22T00:00:00Z,RU1,Uruguay,Train,30,0.1,42.3,0.039,71,0.004,0.53,0.034,1.29,8.73,6.84,10,17,32
2014-07-22,2014-07-22T00:00:00Z,RU2,Uruguay,Train,33,0.1,63.5,0.044,76,0.004,0.2,0.04,1.01,6.82,7.02,6,16.1,29
2014-07-22,2014-07-22T00:00:00Z,RU3,Uruguay,Train,34,0.3,63,0.035,66,0.004,0.5,0.036,1.23,8.13,6.48,7,16.5,29
2014-07-22,2014-07-22T00:00:00Z,RU4,Uruguay,Train,26,0.3,55.7,0.028,73,0.004,0.58,0.035,0.95,7.41,6.88,9,16.9,32
2014-07-22,2014-07-22T00:00:00Z,RU5,Uruguay,Train,28,0.1,55.4,0.032,67,0.004,0.57,0.026,1.19,8.57,6.99,11,17.1,32
2014-07-22,2014-07-22T00:00:00Z,RU6,Uruguay,Train,31,0.1,61.7,0.034,76,0.004,0.055,0.025,1.01,7.91,6.95,8,16.9,30
2014-07-22,2014-07-22T00:00:00Z,RU7,Uruguay,Train,33,0.1,57.2,0.051,69,0.004,0.26,0.049,0.93,8.26,7.16,8,16.9,31
2014-07-22,2014-07-22T00:00:00Z,RU8,Uruguay,Train,32,0.1,61.8,0.04,79,0.004,0.67,0.035,0.92,7.96,7.2,7,17,30
2014-07-23,2014-07-23T00:00:00Z,RU10,Uruguay,Train,38,0.1,64.5,0.073,140,0.005,0.32,0.058,1.06,8.08,6.55,16,16.2,32
2014-07-23,2014-07-23T00:00:00Z,RU11,Uruguay,Train,30,0.6,60.5,0.034,82,0.004,0.25,0.043,0.93,7.87,6.64,10,16.5,30
2014-07-23,2014-07-23T00:00:00Z,RU12,Uruguay,Train,31,0.1,59.7,0.028,120,0.004,0.31,0.043,1.08,8.59,6.72,11,16.8,33
2014-07-23,2014-07-23T00:00:00Z,RU13,Uruguay,Train,31,0.1,62.8,0.065,190,0.004,0.27,0.059,1.1,7.86,7.02,10,16.8,30
2014-07-23,2014-07-23T00:00:00Z,RU14,Uruguay,Train,31,0.1,64.2,0.045,90,0.004,0.27,0.081,1.26,8.51,6.79,22,16.3,33
2014-07-23,2014-07-23T00:00:00Z,RU15,Uruguay,Train,24,0.1,58.5,0.038,79,0.004,0.31,0.029,1,8.32,6.96,10,16.1,33
2014-07-23,2014-07-23T00:00:00Z,RU16,Uruguay,Train,34,0.1,65.7,0.042,130,0.005,0.28,0.068,1.32,8.22,7.02,35,16.3,47
2014-07-23,2014-07-23T00:00:00Z,RU9,Uruguay,Train,40,0.1,69.8,0.048,140,0.004,0.22,0.058,1.01,8.13,6.41,9,16.2,30
2014-10-21,2014-10-21T00:00:00Z,RU0,Uruguay,Train,NA,NA,55,NA,90,NA,NA,NA,NA,8.37,7.18,10,20.4,NA
2014-10-21,2014-10-21T00:00:00Z,RU1,Uruguay,Train,26,0.1,49.6,0.032,96,0.004,0.48,0.027,1.05,8.48,7.22,8,20.8,31
2014-10-21,2014-10-21T00:00:00Z,RU2,Uruguay,Train,34,NA,52.2,0.025,130,0.004,0.21,0.029,0.86,8.28,7.03,5,20.8,20
2014-10-21,2014-10-21T00:00:00Z,RU3,Uruguay,Train,33,0.3,53.8,0.036,110,0.004,0.28,0.031,0.92,8.39,7.19,6,21,22
2014-10-21,2014-10-21T00:00:00Z,RU4,Uruguay,Train,24,1.3,58.5,0.011,80,0.004,0.29,0.014,0.92,9.28,7.68,8,23.9,30
2014-10-21,2014-10-21T00:00:00Z,RU5,Uruguay,Train,27,0.1,55.4,0.034,87,0.004,0.43,0.028,1.05,8.8,7.22,7,23,27
2014-10-21,2014-10-21T00:00:00Z,RU6,Uruguay,Train,34,NA,56.3,0.033,94,0.004,0.34,0.034,0.93,8.95,7.28,5,22.7,25
2014-10-21,2014-10-21T00:00:00Z,RU7,Uruguay,Train,28,0.4,54.5,0.034,100,0.004,0.46,0.039,1.12,8.84,7.35,6,22,28
2014-10-21,2014-10-21T00:00:00Z,RU8,Uruguay,Train,31,NA,56.2,0.043,110,0.004,0.37,0.027,1.31,8.79,7.39,5,23,27
2014-10-22,2014-10-22T00:00:00Z,RU10,Uruguay,Train,46,1.2,62.7,0.038,87,0.005,0.35,0.03,1.84,8.59,7.43,5,19.4,25
2014-10-22,2014-10-22T00:00:00Z,RU11,Uruguay,Train,32,0.6,51.2,0.038,67,0.005,0.36,0.035,0.92,8.51,7.28,6,19.9,24
2014-10-22,2014-10-22T00:00:00Z,RU12,Uruguay,Train,30,0.4,51.1,0.037,70,0.004,0.4,0.031,1.11,8.59,7.25,6,20.4,26
2014-10-22,2014-10-22T00:00:00Z,RU13,Uruguay,Train,34,0.8,59.3,0.045,73,0.005,0.37,0.057,0.95,8.65,7.25,8,22.1,26
2014-10-22,2014-10-22T00:00:00Z,RU14,Uruguay,Train,34,0.3,56.3,0.039,81,0.006,0.37,0.047,0.97,8.88,7.2,8,21,25
2014-10-22,2014-10-22T00:00:00Z,RU15,Uruguay,Train,24,0.6,51.9,0.027,65,0.005,0.45,0.04,1.04,8.73,7.35,11,20.8,25
2014-10-22,2014-10-22T00:00:00Z,RU16,Uruguay,Train,38,0.7,56.2,0.033,20,0.001,0.38,0.039,1,7.89,8,5,21.1,NA
2014-10-22,2014-10-22T00:00:00Z,RU9,Uruguay,Train,39,1,80.6,0.039,87,0.004,0.38,0.034,1.03,8.49,7.53,5,19.2,26
2014-12-16,2014-12-16T00:00:00Z,RU0,Uruguay,Train,NA,NA,70.2,NA,56,NA,NA,NA,NA,7.89,7.66,7,26,NA
2014-12-16,2014-12-16T00:00:00Z,RU1,Uruguay,Train,33,0.6,69.6,0.034,66,0.001,0.47,0.023,1.59,7.75,7.42,4,25.4,15
2014-12-16,2014-12-16T00:00:00Z,RU2,Uruguay,Train,35,0.4,72.6,0.04,69,0.001,0.44,0.027,1.27,7.49,7.32,2,25,13
2014-12-16,2014-12-16T00:00:00Z,RU3,Uruguay,Train,34,0.7,70.1,0.033,61,0.004,0.45,0.017,1.34,7.77,7.52,5,25.3,14
2014-12-16,2014-12-16T00:00:00Z,RU4,Uruguay,Train,34,2.2,65.9,0.02,58,0.001,0.27,0.023,1.26,7.66,7.42,9,24.4,19
2014-12-16,2014-12-16T00:00:00Z,RU5,Uruguay,Train,34,NA,69.6,0.035,63,0.004,0.45,0.022,1.26,7.62,7.63,5,25,15
2014-12-16,2014-12-16T00:00:00Z,RU6,Uruguay,Train,34,2.5,72.1,0.033,60,0.001,0.45,0.025,1.22,7.76,7.45,4,25.6,15
2014-12-16,2014-12-16T00:00:00Z,RU7,Uruguay,Train,32,NA,69.8,0.027,58,0.001,0.44,0.018,1.22,7.9,7.51,5,25.8,15
2014-12-16,2014-12-16T00:00:00Z,RU8,Uruguay,Train,35,0.3,72.7,0.035,65,0.004,0.43,0.016,1.28,7.66,7.04,4,25.5,15
2014-12-17,2014-12-17T00:00:00Z,RU10,Uruguay,Train,35,0.4,72.3,0.034,71,0.004,0.42,0.024,1.32,7.58,7.46,3,25.5,14
2014-12-17,2014-12-17T00:00:00Z,RU11,Uruguay,Train,35,0.4,72.7,0.033,69,0.001,0.43,0.053,1.29,7.44,7.48,2,25.4,14
2014-12-17,2014-12-17T00:00:00Z,RU12,Uruguay,Train,35,1.2,74.4,0.034,60,0.004,0.42,0.05,1.31,7.59,7.58,3,25.5,14
2014-12-17,2014-12-17T00:00:00Z,RU13,Uruguay,Train,36,0.3,80.1,0.051,79,0.004,0.4,0.1,1.43,7.48,7.74,5,27.5,15
2014-12-17,2014-12-17T00:00:00Z,RU14,Uruguay,Train,37,0.6,76.8,0.043,70,0.004,0.39,0.05,1.41,7.68,7.54,5,257,16
